# source	meet_id	div_id	n	c_pct	iqr_pct	z	fan	fan_ratio	already
anet	262737	1043389	30	-11.30	4.11	-4.2	-	0.88	
anet	268083	1065653	15	+13.19	4.24	+4.2	-	0.91	
anet	158344	658916	20	+14.08	7.05	+4.2	-	1.51	
anet	88215	350653	35	+12.88	5.19	+4.2	-	1.11	
anet	150358	623747	54	+13.55	9.62	+4.2	FAN	2.06	
anet	15763	71710	68	-11.30	6.24	-4.2	-	1.34	
anet	124205	499439	60	-11.51	7.51	-4.2	-	1.61	
anet	14563	65671	14	+12.82	3.11	+4.2	-	0.67	
tfrrs	23406	3	88	-11.09	4.41	-4.2	-	0.94	
anet	153144	636493	43	+13.41	8.05	+4.2	-	1.72	
anet	231240	922621	123	-11.12	5.81	-4.2	-	1.24	
anet	39112	167972	14	-12.21	5.61	-4.2	-	1.20	
anet	216401	864109	14	+15.64	8.29	+4.2	-	1.78	
anet	43810	188537	22	+12.47	2.21	+4.2	-	0.47	
tfrrs	26123	1	32	-11.44	5.16	-4.2	-	1.10	
anet	271836	1083056	22	+13.26	5.36	+4.2	-	1.15	
anet	225804	901944	53	-11.89	9.33	-4.2	FAN	2.00	
anet	146734	613815	32	-11.91	7.33	-4.2	-	1.57	
tfrrs	20905	4	108	-11.08	4.74	-4.2	-	1.01	
anet	207403	883508	17	+12.45	1.82	+4.2	-	0.39	
anet	222795	891392	38	+12.51	3.29	+4.2	-	0.70	
tfrrs	23930	0	78	-11.52	8.74	-4.2	FAN	1.87	
anet	254460	1020439	37	-11.95	8.08	-4.2	-	1.73	
anet	61465	263482	36	-13.26	12.54	-4.2	FAN	2.69	
anet	44460	191010	26	+12.56	3.03	+4.2	-	0.65	OVERRIDE
anet	224638	929565	25	+13.22	5.62	+4.2	-	1.20	
anet	177145	725017	33	-11.81	7.04	-4.2	-	1.51	
anet	138729	576393	24	-13.24	10.18	-4.2	FAN	2.18	
anet	109689	434200	73	+12.48	4.18	+4.2	-	0.89	
tfrrs	10288	0	16	-11.54	4.05	-4.2	-	0.87	
tfrrs	3736	0	12	-11.50	3.38	-4.2	-	0.72	
anet	261478	1070025	52	+12.76	5.72	+4.2	-	1.23	
tfrrs	25520	0	67	-11.45	7.59	-4.2	-	1.63	
anet	251928	1004040	54	+15.49	15.93	+4.2	FAN	3.41	
anet	151007	626166	30	+13.33	6.53	+4.2	-	1.40	
anet	87672	348186	23	+16.14	11.51	+4.2	FAN	2.47	
tfrrs	26301	5	63	-11.08	3.72	-4.2	-	0.80	
anet	110460	437320	44	-11.94	8.81	-4.2	FAN	1.89	
anet	235496	941936	96	+12.97	9.43	+4.2	FAN	2.02	
anet	198059	793639	33	-11.69	6.56	-4.2	-	1.41	
anet	161835	669482	41	+12.95	6.05	+4.2	-	1.30	
anet	41410	177969	18	-11.91	5.55	-4.2	-	1.19	
anet	14450	65296	28	-11.73	6.22	-4.2	-	1.33	
anet	242925	1003657	25	+15.32	10.54	+4.2	FAN	2.26	
anet	204238	819294	15	+22.08	15.98	+4.2	FAN	3.42	
anet	139713	598514	21	+12.47	2.29	+4.2	-	0.49	
tfrrs	18244	5	152	-11.05	5.39	-4.2	-	1.15	
anet	176973	724397	34	-12.12	8.47	-4.2	FAN	1.81	
anet	13417	61044	20	+13.09	4.68	+4.2	-	1.00	
anet	94306	373189	21	-11.43	4.20	-4.2	-	0.90	
anet	137877	569317	27	-11.51	5.14	-4.2	-	1.10	
anet	268853	1069222	29	-11.50	5.31	-4.2	-	1.14	
anet	106989	422456	41	-12.01	8.83	-4.2	FAN	1.89	
tfrrs	24314	0	23	-11.40	4.27	-4.2	-	0.91	
anet	2815	13372	13	-12.21	5.46	-4.2	-	1.17	
anet	39861	176841	21	-11.92	6.04	-4.2	-	1.29	
anet	210546	842193	40	+12.98	6.20	+4.2	-	1.33	
anet	57437	245967	42	+12.85	5.71	+4.2	-	1.22	
tfrrs	20017	0	101	-11.15	5.99	-4.2	-	1.28	
anet	125366	504941	37	+12.60	3.99	+4.2	-	0.86	
tfrrs	12883	0	60	-11.25	5.64	-4.2	-	1.21	
anet	85120	335006	14	-11.93	4.98	-4.2	-	1.07	
anet	242434	966678	64	-11.34	6.66	-4.2	-	1.43	
anet	154440	643499	27	+14.96	10.27	+4.2	FAN	2.20	
anet	219505	878980	114	+12.73	8.41	+4.2	FAN	1.80	
anet	43048	185518	25	+13.00	4.99	+4.2	-	1.07	
anet	245316	984124	49	+13.15	7.66	+4.2	-	1.64	
anet	133997	546991	44	+12.79	5.56	+4.2	-	1.19	
tfrrs	21087	0	112	-11.10	5.74	-4.2	-	1.23	
anet	12110	55395	36	-12.04	8.43	-4.2	FAN	1.81	
anet	85455	336403	14	-11.11	2.07	-4.2	-	0.44	
anet	93530	369837	40	+13.76	9.12	+4.2	FAN	1.95	
anet	228184	910064	16	-12.69	7.21	-4.2	-	1.54	
anet	133759	545924	24	-11.21	3.39	-4.2	-	0.73	
anet	174298	716020	39	-12.26	9.70	-4.2	FAN	2.08	
anet	136721	562734	25	+13.62	6.87	+4.2	-	1.47	
anet	13353	60765	23	-12.04	6.78	-4.2	-	1.45	
anet	94909	384345	81	+12.63	6.37	+4.2	-	1.36	OVERRIDE
anet	259648	1030983	60	-11.15	4.84	-4.2	-	1.04	
anet	20198	92323	52	+12.47	3.78	+4.2	-	0.81	
anet	84481	332290	53	-11.57	7.70	-4.2	-	1.65	
anet	90131	355738	15	+17.47	11.04	+4.2	FAN	2.37	
anet	264979	1052049	39	-11.83	7.89	-4.2	-	1.69	
anet	232642	928719	85	+12.89	8.51	+4.2	FAN	1.82	
anet	121000	486296	21	+13.43	5.84	+4.2	-	1.25	
anet	112870	448003	31	-16.02	18.54	-4.2	FAN	3.97	
anet	49516	211067	26	+12.98	5.09	+4.2	-	1.09	
anet	209129	837585	33	-11.75	6.96	-4.2	-	1.49	
anet	11373	52178	67	-11.34	6.98	-4.2	-	1.50	
anet	161205	667702	20	-12.39	7.32	-4.2	-	1.57	
anet	147666	623638	25	-11.71	5.88	-4.2	-	1.26	
anet	137112	573049	22	+13.11	5.08	+4.2	-	1.09	
anet	179060	732170	22	+12.87	4.31	+4.2	-	0.92	
anet	88031	349804	28	+12.59	3.58	+4.2	-	0.77	
tfrrs	21284	3	50	-11.81	8.88	-4.2	FAN	1.90	
anet	250658	997495	72	-11.34	7.24	-4.2	-	1.55	
anet	153388	637942	15	+14.64	7.19	+4.2	-	1.54	
anet	240421	960510	12	+13.96	5.38	+4.2	-	1.15	
anet	175832	720341	12	+14.43	6.13	+4.2	-	1.31	
anet	227784	908607	45	-11.33	5.71	-4.2	-	1.22	
anet	97044	386622	15	-12.09	5.62	-4.2	-	1.20	
anet	88188	350484	29	+12.39	2.42	+4.2	-	0.52	
anet	20793	92734	15	+14.46	6.91	+4.2	-	1.48	
tfrrs	21807	1	17	-13.11	8.41	-4.2	FAN	1.80	
anet	184641	751701	13	+13.67	5.10	+4.2	-	1.09	
tfrrs	27208	1	38	-12.50	10.52	-4.2	FAN	2.25	
anet	248927	988829	38	+12.64	4.53	+4.2	-	0.97	
anet	237525	949547	38	+13.55	8.32	+4.2	-	1.78	
tfrrs	23338	6	64	-11.95	10.90	-4.2	FAN	2.34	
anet	96915	386153	26	-11.48	5.12	-4.2	-	1.10	
anet	199241	798383	34	-11.58	6.34	-4.2	-	1.36	
anet	198593	795663	19	+13.02	4.53	+4.2	-	0.97	
anet	14256	64492	21	-11.43	4.38	-4.2	-	0.94	
anet	213098	850067	17	-12.67	7.46	-4.2	-	1.60	
anet	162725	671879	74	-11.09	4.85	-4.2	-	1.04	
anet	19671	87706	13	-15.11	10.69	-4.2	FAN	2.29	
anet	109659	434026	13	+12.56	2.42	+4.2	-	0.52	
anet	249215	990495	22	-11.64	5.36	-4.2	-	1.15	
tfrrs	15953	1	110	-11.14	6.75	-4.2	-	1.45	
tfrrs	26424	1	21	-13.79	10.90	-4.2	FAN	2.33	
anet	136621	562057	33	-13.24	12.15	-4.2	FAN	2.60	
tfrrs	10715	0	19	-11.88	5.77	-4.2	-	1.24	
anet	186	1397	12	-11.84	4.48	-4.2	-	0.96	
anet	88188	350482	30	+12.85	5.05	+4.2	-	1.08	
tfrrs	8831	8	69	-11.04	4.05	-4.2	-	0.87	
anet	229283	921781	252	-10.97	5.84	-4.2	-	1.25	
anet	219610	879400	114	+12.95	10.64	+4.2	FAN	2.28	
tfrrs	21412	5	130	-11.40	10.69	-4.2	FAN	2.29	
anet	253400	1011976	67	-11.32	7.05	-4.2	-	1.51	
anet	56921	268595	151	-11.01	5.64	-4.2	-	1.21	
tfrrs	15740	0	35	-11.28	4.84	-4.2	-	1.04	
anet	176186	725193	103	-10.98	3.92	-4.2	-	0.84	
tfrrs	23379	0	70	-11.11	5.17	-4.2	-	1.11	
tfrrs	26578	3	154	-10.99	5.00	-4.2	-	1.07	
anet	220662	882981	31	+12.64	4.21	+4.2	-	0.90	
anet	139409	578471	46	+12.95	6.82	+4.2	-	1.46	OVERRIDE
anet	125217	504219	35	-11.87	7.83	-4.2	-	1.68	
anet	59169	278377	56	-11.09	4.43	-4.2	-	0.95	
anet	237883	950890	37	-11.99	8.54	-4.2	FAN	1.83	
anet	48832	228213	23	+16.36	12.05	+4.2	FAN	2.58	
anet	13966	63329	24	-11.22	3.71	-4.2	-	0.79	
anet	131612	576633	79	-11.61	10.00	-4.2	FAN	2.14	
anet	230848	928166	20	-12.12	6.70	-4.2	-	1.43	
anet	131487	565016	78	-11.69	10.56	-4.2	FAN	2.26	
anet	126486	511396	68	-11.00	3.68	-4.2	-	0.79	
anet	181304	740960	13	-11.46	3.64	-4.2	-	0.78	
anet	168467	697148	31	+14.35	9.78	+4.2	FAN	2.09	
anet	233574	933228	12	+14.25	5.93	+4.2	-	1.27	
anet	235719	942890	116	+12.77	9.48	+4.2	FAN	2.03	
anet	235752	942982	116	+12.77	9.48	+4.2	FAN	2.03	
anet	88218	350674	16	-11.89	5.37	-4.2	-	1.15	
anet	34935	151516	19	-14.77	12.34	-4.2	FAN	2.64	
anet	129116	524712	31	+12.38	2.75	+4.2	-	0.59	
anet	57711	247107	13	-11.15	2.48	-4.2	-	0.53	
tfrrs	18244	4	100	-11.04	5.26	-4.2	-	1.13	
anet	106892	456026	48	-11.26	5.67	-4.2	-	1.21	
anet	11477	54035	14	+14.54	6.88	+4.2	-	1.47	
anet	116299	465412	76	-11.47	8.88	-4.2	FAN	1.90	
anet	93367	401129	34	+13.63	8.25	+4.2	-	1.77	
anet	146948	614397	32	-12.06	8.26	-4.2	-	1.77	
anet	240310	962423	12	-11.58	3.85	-4.2	-	0.82	
anet	97680	389252	59	-11.38	7.23	-4.2	-	1.55	
tfrrs	12125	4	35	-11.35	5.38	-4.2	-	1.15	
anet	131202	534482	38	-12.96	12.23	-4.2	FAN	2.62	
anet	115319	500341	14	-12.83	7.18	-4.2	-	1.54	
tfrrs	15462	4	180	-10.98	5.74	-4.2	-	1.23	
anet	84171	330874	15	-12.38	6.43	-4.2	-	1.38	
anet	255670	1016728	32	+12.89	5.54	+4.2	-	1.19	
anet	100964	397381	15	-11.43	3.83	-4.2	-	0.82	
anet	211527	845338	31	-12.09	8.26	-4.2	-	1.77	
anet	196724	795525	50	-11.79	9.03	-4.2	FAN	1.93	
anet	57893	247877	14	-11.38	3.52	-4.2	-	0.75	
tfrrs	20841	0	98	-11.12	6.47	-4.2	-	1.39	
anet	92936	367164	47	-11.54	7.42	-4.2	-	1.59	
anet	240450	960609	31	+13.56	7.73	+4.2	-	1.66	
anet	34656	150414	19	-11.11	2.79	-4.2	-	0.60	
anet	57658	246886	81	+12.50	5.81	+4.2	-	1.24	
anet	108653	429581	19	-12.12	6.57	-4.2	-	1.41	
anet	228287	910422	19	-12.06	6.40	-4.2	-	1.37	
anet	47501	202738	24	-12.39	8.21	-4.2	-	1.76	
anet	105808	417168	74	-11.04	4.75	-4.2	-	1.02	
anet	268562	1067592	38	+13.11	6.98	+4.2	-	1.49	
anet	228835	912476	19	+13.02	4.68	+4.2	-	1.00	
anet	45060	195627	67	-11.07	4.88	-4.2	-	1.05	
anet	171308	707045	21	-12.81	8.75	-4.2	FAN	1.87	
anet	64488	278311	18	+12.58	3.13	+4.2	-	0.67	
anet	219075	876908	50	-11.21	5.49	-4.2	-	1.18	
anet	122292	491553	13	-16.06	12.19	-4.2	FAN	2.61	
anet	123881	498158	92	+12.42	5.43	+4.2	-	1.16	
tfrrs	23493	2	86	-11.35	8.59	-4.2	FAN	1.84	
anet	196740	804665	40	+14.45	11.46	+4.2	FAN	2.46	
anet	268083	1065650	25	+14.39	8.93	+4.2	FAN	1.91	
anet	230812	924101	21	-11.69	5.57	-4.2	-	1.19	
anet	50247	214103	43	-11.37	6.17	-4.2	-	1.32	
anet	255670	1016729	30	+13.24	6.67	+4.2	-	1.43	
anet	96547	384626	65	+12.59	6.09	+4.2	-	1.30	
anet	111260	440688	24	+14.03	7.98	+4.2	-	1.71	
anet	193974	781252	30	+12.98	5.79	+4.2	-	1.24	
tfrrs	27077	1	117	-11.01	5.62	-4.2	-	1.20	
anet	230506	926631	14	-11.64	4.40	-4.2	-	0.94	
anet	210896	843232	16	+14.28	6.97	+4.2	-	1.49	
anet	256022	1017996	38	+13.12	7.08	+4.2	-	1.52	
anet	35835	155078	26	-13.12	10.60	-4.2	FAN	2.27	
anet	218323	873298	15	+13.60	5.49	+4.2	-	1.18	
anet	249071	989490	26	+14.16	8.62	+4.2	FAN	1.85	
anet	87672	348178	19	+16.10	10.66	+4.2	FAN	2.28	
anet	95184	376834	34	+13.85	9.02	+4.2	FAN	1.93	
anet	34489	149715	49	-11.12	4.76	-4.2	-	1.02	
anet	102775	405943	32	+14.61	10.65	+4.2	FAN	2.28	
anet	236973	947490	34	-11.62	6.80	-4.2	-	1.46	
anet	274559	1094460	74	+13.61	12.27	+4.2	FAN	2.63	
anet	207264	852617	19	-13.55	10.01	-4.2	FAN	2.14	
anet	261122	1036727	14	-14.07	9.50	-4.2	FAN	2.04	
anet	100597	395382	17	+12.88	4.08	+4.2	-	0.87	
anet	242734	967522	104	+12.83	9.78	+4.2	FAN	2.09	
anet	42290	229442	223	-10.95	6.28	-4.2	-	1.34	
anet	157279	661452	107	+12.98	10.96	+4.2	FAN	2.35	OVERRIDE
anet	233617	933685	26	+14.43	9.23	+4.2	FAN	1.98	
tfrrs	24784	1	85	-11.00	4.80	-4.2	-	1.03	
anet	121486	488290	37	+12.68	5.13	+4.2	-	1.10	
anet	65001	280641	34	+12.56	4.29	+4.2	-	0.92	
anet	258396	1039112	53	-11.32	6.66	-4.2	-	1.43	
anet	255988	1017904	34	+12.62	4.64	+4.2	-	0.99	
anet	110580	437870	17	+12.47	2.70	+4.2	-	0.58	
anet	210465	856950	36	+13.14	7.03	+4.2	-	1.51	
anet	237574	949709	41	-11.38	6.20	-4.2	-	1.33	
anet	11514	52777	12	-12.35	5.77	-4.2	-	1.24	
anet	182801	745911	23	-11.66	5.78	-4.2	-	1.24	
anet	157370	655747	148	-11.29	10.76	-4.2	FAN	2.31	
anet	217927	871738	12	-11.37	3.34	-4.2	-	0.72	
anet	1456	6970	30	+12.90	5.57	+4.2	-	1.19	
tfrrs	27155	11	155	-10.87	2.87	-4.2	-	0.61	
anet	45060	195626	95	-11.06	6.01	-4.2	-	1.29	
tfrrs	27155	3	210	-10.84	2.03	-4.2	-	0.43	
anet	183333	747663	21	+12.36	2.48	+4.2	-	0.53	
anet	31548	172435	281	+12.23	5.64	+4.2	-	1.21	
anet	195375	785353	38	-12.53	10.95	-4.2	FAN	2.35	
anet	197123	790084	43	+13.11	7.59	+4.2	-	1.63	
anet	189232	766223	24	-11.97	7.03	-4.2	-	1.51	
tfrrs	16358	1	22	-11.27	4.10	-4.2	-	0.88	
anet	493	2425	12	-11.17	2.65	-4.2	-	0.57	
anet	227638	908059	40	-11.24	5.36	-4.1	-	1.15	
anet	215107	858265	54	+12.91	7.54	+4.1	-	1.61	
anet	139596	579543	18	+13.56	5.99	+4.1	-	1.28	
anet	208857	836659	15	+13.85	6.04	+4.1	-	1.29	
anet	42879	184699	28	-11.71	6.63	-4.1	-	1.42	
anet	244813	981507	22	-12.87	9.21	-4.1	FAN	1.97	
anet	151451	628093	39	+12.84	6.15	+4.1	-	1.32	
tfrrs	21325	0	171	-11.03	7.72	-4.1	-	1.65	
anet	109902	435047	12	-11.70	4.31	-4.1	-	0.92	
anet	175023	717833	32	-11.59	6.56	-4.1	-	1.41	
anet	160661	670598	79	-10.93	3.80	-4.1	-	0.81	
anet	135943	558108	19	-11.94	6.17	-4.1	-	1.32	
anet	251926	1004034	31	-12.61	10.17	-4.1	FAN	2.18	
anet	147784	616491	30	+12.82	5.32	+4.1	-	1.14	
anet	118498	475458	63	+12.44	5.08	+4.1	-	1.09	
anet	144717	607475	91	-11.00	5.24	-4.1	-	1.12	
anet	138977	575739	26	-11.38	5.03	-4.1	-	1.08	
tfrrs	22431	0	39	-11.46	6.64	-4.1	-	1.42	
anet	260181	1036946	13	-11.61	4.26	-4.1	-	0.91	
anet	133992	595170	20	+20.23	16.60	+4.1	FAN	3.56	
anet	209480	838862	28	-11.90	7.37	-4.1	-	1.58	
anet	29098	126654	45	-10.99	3.70	-4.1	-	0.79	
anet	219075	876910	49	-10.91	2.73	-4.1	-	0.59	
anet	165158	681733	32	-11.68	7.01	-4.1	-	1.50	
anet	62663	269291	49	-11.80	9.30	-4.1	FAN	1.99	
anet	123486	496547	92	-11.39	9.64	-4.1	FAN	2.07	
anet	184294	750552	20	+14.07	7.49	+4.1	-	1.60	
anet	267510	1064388	28	-11.84	7.20	-4.1	-	1.54	
tfrrs	23573	0	109	-11.68	12.99	-4.1	FAN	2.78	
anet	76798	305483	43	-12.12	10.12	-4.1	FAN	2.17	
anet	27920	121611	23	+12.74	4.44	+4.1	-	0.95	
anet	230732	920537	48	+13.12	8.20	+4.1	-	1.76	
anet	47837	204135	17	+12.46	2.80	+4.1	-	0.60	
anet	78049	308582	26	-11.22	4.32	-4.1	-	0.93	
anet	181405	742745	30	-11.50	6.08	-4.1	-	1.30	
tfrrs	24446	2	74	-11.59	10.16	-4.1	FAN	2.18	
anet	219391	878384	41	+12.82	6.34	+4.1	-	1.36	
anet	38487	165585	21	+12.96	4.98	+4.1	-	1.07	
anet	117071	469203	76	-11.21	7.34	-4.1	-	1.57	
anet	252086	1005001	43	+13.60	9.55	+4.1	FAN	2.05	
anet	60604	259675	31	-11.76	7.29	-4.1	-	1.56	
anet	79575	314957	65	-11.22	6.92	-4.1	-	1.48	
anet	6182	29497	20	-11.59	5.29	-4.1	-	1.13	
anet	108584	429314	31	+14.15	9.57	+4.1	FAN	2.05	
anet	158693	659910	109	-11.18	8.42	-4.1	FAN	1.80	
anet	174662	721685	16	-14.69	11.36	-4.1	FAN	2.43	
anet	250502	996744	60	+12.97	8.48	+4.1	FAN	1.82	
anet	195194	784902	29	-14.42	14.67	-4.1	FAN	3.14	
anet	196635	788702	12	-15.08	10.43	-4.1	FAN	2.23	
tfrrs	17255	1	27	-11.61	6.22	-4.1	-	1.33	
tfrrs	20741	5	32	-11.10	4.05	-4.1	-	0.87	
anet	152939	635580	103	+12.18	3.25	+4.1	-	0.70	
anet	203263	814926	26	+13.77	7.86	+4.1	-	1.68	
tfrrs	15740	1	39	-11.30	5.86	-4.1	-	1.26	
tfrrs	22571	0	21	-12.89	9.14	-4.1	FAN	1.96	
anet	268735	1068619	42	+12.77	6.22	+4.1	-	1.33	
tfrrs	9640	0	44	-11.40	6.83	-4.1	-	1.46	
anet	124855	502510	39	-11.21	5.28	-4.1	-	1.13	
anet	35571	153993	92	-11.01	5.84	-4.1	-	1.25	
anet	259271	1029386	111	+12.28	5.15	+4.1	-	1.10	
anet	220462	882307	42	+14.29	11.57	+4.1	FAN	2.48	
anet	28334	123298	18	-11.45	4.55	-4.1	-	0.98	
tfrrs	26479	1	31	-11.75	7.29	-4.1	-	1.56	
anet	269752	1073478	15	+13.07	4.51	+4.1	-	0.97	
anet	198016	793438	118	+12.40	6.94	+4.1	-	1.49	
anet	101217	398661	41	-13.09	13.45	-4.1	FAN	2.88	
tfrrs	26002	0	32	-11.57	6.65	-4.1	-	1.42	
tfrrs	27155	7	144	-10.80	1.65	-4.1	-	0.35	
tfrrs	7334	0	25	-11.39	5.14	-4.1	-	1.10	
anet	110578	437866	36	-11.72	7.75	-4.1	-	1.66	
anet	60200	257801	13	-16.87	13.51	-4.1	FAN	2.89	
anet	174430	720777	30	-12.80	10.69	-4.1	FAN	2.29	
anet	14104	63945	38	-12.92	12.42	-4.1	FAN	2.66	
anet	243110	997013	20	-11.36	4.50	-4.1	-	0.96	
anet	231429	923339	14	+15.93	9.06	+4.1	FAN	1.94	
anet	152310	632135	46	-11.79	9.12	-4.1	FAN	1.95	
anet	266574	1058813	74	+12.61	7.26	+4.1	-	1.55	
anet	174724	717107	36	-12.88	11.98	-4.1	FAN	2.57	
anet	33473	145398	36	-11.91	8.58	-4.1	FAN	1.84	
anet	50155	213714	181	-11.01	8.43	-4.1	FAN	1.81	
anet	141217	589823	81	+12.40	5.92	+4.1	-	1.27	
anet	242825	967784	70	+12.60	7.03	+4.1	-	1.51	
anet	173516	742616	100	-10.99	6.02	-4.1	-	1.29	
anet	41233	177114	84	+12.54	7.25	+4.1	-	1.55	
anet	151066	626391	37	+12.38	3.84	+4.1	-	0.82	
tfrrs	25485	0	111	-11.06	7.31	-4.1	-	1.57	
anet	240545	995806	19	-11.64	5.40	-4.1	-	1.16	
anet	62062	266362	40	+12.59	5.31	+4.1	-	1.14	
anet	195903	786605	15	-12.56	7.07	-4.1	-	1.51	
anet	239511	956666	88	+12.58	7.79	+4.1	-	1.67	OVERRIDE
anet	221860	887898	41	-11.28	6.01	-4.1	-	1.29	
anet	149698	621392	82	-11.06	6.28	-4.1	-	1.34	
anet	154096	641943	84	+12.32	5.24	+4.1	-	1.12	
tfrrs	15187	1	26	-12.94	10.38	-4.1	FAN	2.22	
anet	186311	756859	16	+16.42	10.38	+4.1	FAN	2.22	
anet	10691	49330	26	-12.46	9.03	-4.1	FAN	1.94	
anet	124942	503003	28	-12.38	9.14	-4.1	FAN	1.96	
anet	235612	942539	118	+12.40	7.24	+4.1	-	1.55	
anet	16138	72231	15	-15.58	12.53	-4.1	FAN	2.69	
tfrrs	11038	3	62	-11.10	5.96	-4.1	-	1.28	
anet	122684	493098	36	-12.07	9.24	-4.1	FAN	1.98	
anet	224542	909934	359	+12.15	6.15	+4.1	-	1.32	
anet	107426	424407	18	-11.98	6.29	-4.1	-	1.35	
anet	229545	915105	74	-11.32	8.43	-4.1	FAN	1.81	
tfrrs	11082	5	41	-11.14	5.09	-4.1	-	1.09	
anet	161719	669099	42	-11.24	5.87	-4.1	-	1.26	
anet	234226	936405	76	+12.67	7.94	+4.1	-	1.70	
anet	118498	475457	66	+12.19	3.26	+4.1	-	0.70	
tfrrs	18922	1	65	-10.98	4.82	-4.1	-	1.03	
anet	46034	196658	20	-11.34	4.47	-4.1	-	0.96	
anet	149143	619876	19	-11.35	4.40	-4.1	-	0.94	
anet	131830	537308	34	-12.56	10.70	-4.1	FAN	2.29	
anet	130458	530932	245	-11.03	10.56	-4.1	FAN	2.26	
anet	143086	599913	107	+12.21	4.67	+4.1	-	1.00	
anet	211359	844683	12	-16.27	12.19	-4.1	FAN	2.61	
tfrrs	20017	1	94	-10.99	6.09	-4.1	-	1.30	
anet	236668	946459	18	-11.52	4.93	-4.1	-	1.06	
anet	198016	793439	109	+12.49	8.01	+4.1	-	1.72	
tfrrs	14891	1	19	+14.70	8.62	+4.1	FAN	1.85	
anet	132849	555744	41	-11.84	8.95	-4.1	FAN	1.92	
tfrrs	27155	9	173	-10.78	2.03	-4.1	-	0.44	
anet	83941	329844	54	-11.41	7.86	-4.1	-	1.68	
anet	11081	51011	54	+12.19	3.21	+4.1	-	0.69	
anet	152455	632763	26	-11.08	3.79	-4.1	-	0.81	
anet	173516	742617	84	-10.92	4.90	-4.1	-	1.05	
anet	186382	757236	32	-11.01	3.73	-4.1	-	0.80	
anet	114041	453678	98	-11.06	7.16	-4.1	-	1.53	
anet	152888	635308	119	+12.37	7.22	+4.1	-	1.55	
anet	207403	883507	30	+12.41	3.84	+4.1	-	0.82	
anet	210919	843288	41	-11.00	4.14	-4.1	-	0.89	
tfrrs	20535	1	21	-14.07	11.88	-4.1	FAN	2.55	
anet	155059	646623	21	+13.90	7.49	+4.1	-	1.60	
anet	217136	867645	16	-12.29	6.75	-4.1	-	1.45	
tfrrs	14552	3	35	-10.98	3.67	-4.1	-	0.79	
anet	248645	992605	63	-10.95	4.66	-4.1	-	1.00	
anet	200862	806210	30	-11.55	6.52	-4.1	-	1.40	
tfrrs	25810	1	31	-13.09	11.82	-4.1	FAN	2.53	
anet	39653	170213	40	-12.55	11.62	-4.1	FAN	2.49	
anet	79575	314959	33	-11.95	8.47	-4.1	FAN	1.81	
anet	270627	1077870	80	-11.08	6.74	-4.1	-	1.44	
anet	137675	568128	27	+14.17	9.13	+4.1	FAN	1.96	OVERRIDE
tfrrs	26099	2	43	-11.40	7.02	-4.1	-	1.50	
anet	211224	844177	18	+14.34	7.78	+4.1	-	1.67	
tfrrs	23930	2	83	-11.16	7.68	-4.1	-	1.65	
anet	80117	317215	79	+12.37	5.95	+4.1	-	1.27	
anet	51421	219081	19	+15.48	9.96	+4.1	FAN	2.13	
anet	191831	774726	13	+16.58	9.61	+4.1	FAN	2.06	
anet	65691	283886	39	+12.34	4.03	+4.1	-	0.86	
anet	47380	202237	48	+13.30	9.28	+4.1	FAN	1.99	
anet	10606	49079	337	-10.77	3.90	-4.1	-	0.83	
anet	28067	122141	28	+13.36	7.27	+4.1	-	1.56	
anet	225248	899833	43	+12.36	4.38	+4.1	-	0.94	
anet	269752	1073477	29	+12.38	3.70	+4.1	-	0.79	
anet	109161	441581	67	+12.38	5.65	+4.1	-	1.21	
tfrrs	21878	2	49	-12.15	11.25	-4.1	FAN	2.41	
anet	57658	258043	35	+12.35	3.91	+4.1	-	0.84	
anet	181874	743150	12	-12.87	6.99	-4.1	-	1.50	
anet	212286	847827	14	-13.39	8.53	-4.1	FAN	1.83	
anet	264841	1051052	23	+12.61	4.29	+4.1	-	0.92	
anet	262355	1044017	37	-10.78	1.63	-4.1	-	0.35	
anet	161247	667849	39	+12.81	6.53	+4.1	-	1.40	
anet	197914	793107	28	-11.41	5.77	-4.1	-	1.24	
anet	59703	278025	12	-14.44	9.59	-4.1	FAN	2.05	
anet	150993	636885	20	+13.77	7.10	+4.1	-	1.52	
anet	36960	159613	16	+14.40	7.48	+4.1	-	1.60	
anet	247907	983953	118	+12.96	12.44	+4.1	FAN	2.66	
anet	30125	130938	13	+12.23	1.92	+4.1	-	0.41	
anet	138309	580115	45	-12.20	11.03	-4.1	FAN	2.36	
tfrrs	20011	0	52	-12.02	11.09	-4.1	FAN	2.38	
anet	246775	979763	13	+12.13	1.34	+4.1	-	0.29	
anet	254338	1045048	30	+14.14	9.64	+4.1	FAN	2.06	OVERRIDE
anet	198059	793640	20	-11.38	4.78	-4.1	-	1.02	
anet	18935	84530	56	-11.02	5.32	-4.1	-	1.14	
anet	25524	111733	29	-14.62	15.36	-4.1	FAN	3.29	
tfrrs	14552	0	55	-11.14	6.23	-4.1	-	1.34	
anet	250745	998003	22	+12.84	5.03	+4.1	-	1.08	
anet	97070	386728	18	-11.42	4.69	-4.1	-	1.00	
anet	234373	937227	104	+12.70	9.94	+4.1	FAN	2.13	
anet	11244	51688	22	-10.95	2.88	-4.1	-	0.62	
anet	125226	504249	15	-11.51	4.56	-4.1	-	0.98	
anet	205196	822789	26	+13.20	6.60	+4.1	-	1.41	
