# n_meets	state	city	venue_name	location_raw	gps_lat	gps_long   (fill the last two with your geocoder)
1						
1						
1	GA		Abraham Baldwin Agricultural College	Abraham Baldwin Agricultural College One Blue Devil Way Tifton, GA 32312		
1						
1						
1						
1	MD	Salisbury	Salisbury	Salisbury Salisbury, MD		
1						
1						
1						
1	NC		Salisbury Community Park	Salisbury Community Park 935 Hurley School Rd Salisbury, NC, NC 28144		
1						
1						
1						
1	MO		Washington University	Washington University Saint Louis, MO 63130		
1	FL		Woodlawn Beach Middle School	Woodlawn Beach Middle School Gulf Breeze, FL 32566		
1						
1	FL		Hagerty	Hagerty 3225 Lockwood Boulevard Oviedo, FL 32765		
1						
1						
1						
1	OR		Corban University	Corban University Salem, OR 97303		
1	VA		VSU	VSU Petersburg, VA 12345		
1	CA		UCSB	UCSB Santa Barbara, CA 90210		
1	CO		Colorado Springs, CO	Colorado Springs, CO Colorado Springs, CO 80918		
1						
1						
1	NC		Western Carolina University	Western Carolina University Cullowhee, NC 28723		
1						
1	GA		Brewton-Parker Campus	Brewton-Parker Campus Mt. Vernon, GA 30445		
1						
1						
1						
1						
1	AZ		Dell Urich Golf Course	Dell Urich Golf Course Tucson, AZ 85719		
1						
1	FL		Nature Coast Technical High School	Nature Coast Technical High School 4057 California Street Brooksville, FL 34604		
1	FL		Lakewood Ranch	Lakewood Ranch Bradenton, FL 34211		
1						
1						
1						
1						
1						
1						
1	PA		Pleasant Ridge Park	Pleasant Ridge Park 8271 Barker Rd Girard, PA 16417		
1						
1						
1						
1						
1						
1	SC		Winthrop Farms	Winthrop Farms Rock Hill, SC 29370		
1						
1	PA		WCCC	WCCC Pittsburgh, PA 15222		
1						
1						
1	TX	Shamrock	Country Club	Country Club Shamrock, TX		
1						
1	MD		Naval Academy Golf Course	Naval Academy Golf Course Annapolis, MD 21402		
1	MI		Concordia University Ann Arbor	Concordia University Ann Arbor 4090 Geddes Ave. Ann Arbor, MI 48198		
1	NC		Southside Park	Southside Park Newton, NC 28645		
1						
1						
1	MO		MSSU  Tom Rutledge  XC Course	MSSU Tom Rutledge XC Course Joplin, MO 63132		
1	LA		Acadiana Park	Acadiana Park Lafayette, LA 70506		
1						
1	FL		University of North Florida Golf Course	University of North Florida Golf Course 1 Betty Holzendorf Drive Jacksonville, FL 32224		
1						
1						
1						
1						
1	CA		East Field	East Field Santa Cruz, CA 95003		
1	FL		Saint Stephen's	Saint Stephen's 315 Forty First St W Bradenton, FL 34209		
1						
1						
1						
1	NH		Owl Athletic Complex	Owl Athletic Complex 110 Krif Rd Keene, NH 03431		
1	AL		Chocoolocco Park	Chocoolocco Park Oxford, AL 36203		
1						
1						
1	NY		Mount Saint Mary College Cross-Country Course	Mount Saint Mary College Cross-Country Course Newbergh, NY 12550		
1	NY		Stony Brook University	Stony Brook University Stony Brook, NY 11794		
1	NC		Valley Pine Country Club	Valley Pine Country Club 901 Lasker Golf Course Rd Jackson, NC 27845		
1	GA		Fort Valley State University	Fort Valley State University Fort Valley, GA 30066		
1						
1						
1	NY		University at Albany	University at Albany UALBANY ALBANY, NY 12222		
1						
1						
1						
1	OK		Carl Albert State College	Carl Albert State College Poteau, OK 74932		
1	GA		Berry College	Berry College Rome, GA 30089		
1						
1	PA	Pittsburgh	Chatham Eden Hall Campus	Chatham Eden Hall Campus Pittsburgh, PA		
1	AL		Graham Creek Nature Preserve	Graham Creek Nature Preserve Gulf Shores, AL 36527		
1						
1	IN		IU Varsity Cross Country Course	IU Varsity Cross Country Course Bloomington, IN 47408		
1						
1			Premier Sports Complex	Premier Sports Complex		
1						
1	OH		Columbus State Community College	Columbus State Community College Delaware, OH 43015		
1	MA		Franklin Park	Franklin Park Boston, MA 02138		
1						
1						
1						
1						
1	MO		Fayette, MO	Fayette, MO Fayette, MO 65248		
1	LA		Southeastern Louisiana University	Southeastern Louisiana University Hammond, LA 70403		
1	CA		Putah Creek Reserve	Putah Creek Reserve Davis, CA 95616		
1	IA		Grinnell College Golf Course, IA	Grinnell College Golf Course, IA Grinnell, IA 50112		
1	GA		Columbus State University	Columbus State University Columbus, GA 31904		
1	NV		Craig Ranch Regional Park	Craig Ranch Regional Park North Ls Vegas, NV 89154		
1	KS		Marion Reservoir	Marion Reservoir Marion, KS 67579		
1						
1						
1	VA		Kernstown Battlefield	Kernstown Battlefield 610 Battle Park Drive Kernstown, VA 22601		
1						
1						
1						
1						
1	IL		McKendree University XC Course	McKendree University XC Course Lebanon, IL 63044		
1	NH		Mines Falls	Mines Falls Mines Falls - Nashua, NH 03063		
1	IL		Channahon Park	Channahon Park Channahon, IL 60410		
1	FL		University	University Orlando, FL 32817		
1	PA		Goodman Cross Country Course	Goodman Cross Country Course Bethlehem, PA 18015		
1	TX		Spicewood Country Club Golf Course	Spicewood Country Club Golf Course Austin, TX 78704		
1						
1						
1						
1	GA		McIntosh Reserve Park	McIntosh Reserve Park Whitesburg, GA 30066		
1	KS		Emporia State	Emporia State Emporia, KS 66801		
1						
1						
1						
1						
1						
1						
1						
1	MI		Hope College X-C Course (West Ottawa Golf Course)	Hope College X-C Course (West Ottawa Golf Course) Holland, MI 49424		
1						
1						
1	SC		Winthrop Univeristy Farm Course	Winthrop Univeristy Farm Course Rock Hill, SC 29732		
1	IA		Iowa Western Community College	Iowa Western Community College Council Bluffs, IA 51503		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1			LaVern Gibson Championship Cross Country Course	LaVern Gibson Championship Cross Country Course 599 Tabertown St. Terre Haute,, in 47803		
1	MI		University Park Golf Club	University Park Golf Club Muskegon, MI 49442		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	CA		University of Redlands	University of Redlands Redlands, CA 92373		
1	NC		Freedom Park	Freedom Park - Charlotte, NC Charlotte, NC 28203		
1						
1						
1						
1						
1						
1						
1						
1						
1	GA	Demorest	Tallulah Falls Farm Course	Tallulah Falls Farm Course Demorest, GA		
1						
1						
1						
1						
1	NE		Wayne State College	Wayne State College Wayne, NE 48202		
1						
1						
1						
1	TX		San Gabriel Park	San Gabriel Park Georgetown, TX 78626		
1						
1						
1						
1						
1						
1						
1						
1	FL		Fernandina Beach	Fernandina Beach 2800 Bill Melton Rd Fernandina Beach, FL 32304		
1						
1	IN		Blue River CC Venue, Blue River Memorial Park	Blue River CC Venue, Blue River Memorial Park 725 Lee Boulevard Shelbyville, IN 46176		
1						
1						
1						
1						
1						
1	TX		Texas A&M (Eastern Deadline)	Texas A&M (Eastern Deadline) College Station, TX 77843		
1						
1						
1	NE		Doane College XC Course	Doane College XC Course Crete, NE 68372		
1	SC	Columbia	CIU Cross-Country Course	CIU Cross-Country Course Columbia, SC		
1	SC		University of South Carolina	University of South Carolina 900 Clemson Rd Columbia, SC 29229		
1						
1						
1						
1						
1						
1						
1						
1						
1	PA		Lorimer Park	Lorimer Park Huntingdon Valley, PA 16802		
1						
1						
1						
1						
1						
1						
1						
1						
1	FL	Tampa	Mary Help	Mary Help Tampa, FL		
1	NY	SARATOGA SPRINGS	Saratoga State Park	Saratoga State Park SARATOGA SPRINGS, NY		
1	MA	Williamstown	Williams College	Williams College Williamstown, MA		
1	NY		Hudson Valley Sports Dome	Hudson Valley Sports Dome Milton, NY 11764		
1	PA		Farm Course at Kutztown University	Farm Course at Kutztown University Kutztown, PA 19530		
1	IL		Millikin	Millikin 3915 West Main Street Decatur, IL 62522		
1	TX		Abilene Christian University	Abilene Christian University Abilene, TX 79602		
1						
1	WI		Shorewood Cross Country Course	Shorewood Cross Country Course Green Bay, WI 54115		
1	SC	Aiken	USC Aiken Pacer Path & Campus	USC Aiken Pacer Path & Campus Aiken, SC		
1						
1	FL	Lakeland	Holloway Park XC Course	Holloway Park XC Course Lakeland, FL		
1						
1						
1						
1						
1						
1	NH	Nashua	Rivier	Rivier Nashua, NH		
1						
1						
1	FL	Dunedin	Hammock Park	Hammock Park Hammock Park Dunedin , FL		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	NY		Bethpage State Park Polo Field	Bethpage State Park Polo Field Garden City, NY 11530		
1	MD		Mount St. Mary's	Mount St. Mary's Emmitsburg, MD 33574		
1						
1	CA		2017 UCSB Gaucho Invitational	2017 UCSB Gaucho Invitational Santa Barbara, CA 93101		
1	TN	Harriman	Roane State Community College	Roane State Community College Harriman, TN		
1						
1	TX		SPC	SPC Levelland, TX 79336		
1	KS		Goddard HS	Goddard HS Goddard, KS 67052		
1	MS		Millsaps College	Millsaps College Clinton, MS 39209		
1						
1						
1	KY		Masterson Station Park	Masterson Station Park Lexington, KY 40506		
1	CA		Quarry Lakes Regional Park	Quarry Lakes Regional Park Fremont, CA 94536		
1						
1						
1						
1						
1	CA		Johnson Spring View Park, Rocklin	Johnson Spring View Park, Rocklin Rocklin, CA 95677		
1	PA		Doug Watts Cross Country Course	Doug Watts Cross Country Course Edinboro, PA 16412		
1	TX		Angelo State University	Angelo State University San Angelo, TX 76909		
1	PA		South Strbane Community Park	South Strbane Community Park Washington, PA 15301		
1						
1						
1	PA		Letterkenny Fields	Letterkenny Fields Dallas, PA 18612		
1	WI		UW-Platteville	UW-Platteville Platteville, WI 53818		
1	IL		Community Park	Community Park Jacksonville, IL 62650		
1	NH	Castle-in-the-Clouds	Moultonborough	Moultonborough - Castle in the Clouds Castle-in-the-Clouds, NH		
1						
1						
1	TX		The Max A. Mandel Municipal Golf Course	The Max A. Mandel Municipal Golf Course 27700 FM 1472 Mines Road Laredo, TX 78045		
1			Wartburg XC Course	Wartburg XC Course - Waverly, IA Wartburg, Iowa 50677		
1			Marshfield Fairgrounds	Marshfield Fairgrounds Marshfield, MA 2050		
1	KY		Lykins Park	Lykins Park 1601 Mt. Sterling Rd. Winchester, KY 40391		
1	FL		Crescent Lake Park	Crescent Lake Park 1320 5th St. N. St Petersburg, FL 32312		
1	MA		Fort Devens	Fort Devens Devens, MA 03049		
1						
1						
1	FL		East Lee County	East Lee County Lehigh, FL 33971		
1						
1	SC		Furman University Golf Course	Furman University Golf Course 400 N Hwy 25 Bypass Greenville, SC 29617		
1						
1						
1	MI		Stony Creek Metropark	Stony Creek Metropark 14500 E. Mile rd Shelby Twp., MI 48316		
1						
1						
1	TN		Tweetsie Trail, Elizabethton, TN	Tweetsie Trail, Elizabethton, TN Elizabethton, TN 37643		
1	MO		www.trxctiming.com	www.trxctiming.com St. Charles, MO 63044		
1	NY		Houghton College Field of Dreams XC Course	Houghton College Field of Dreams XC Course Houghton, NY 14744		
1						
1	NY	Hamburg	Hilbert College	Hilbert College 5200 South Park Ave Hamburg, NY		
1						
1						
1	IN		Goshen	Goshen #1 Redskin Rd. Goshen, IN 46526		
1	IN		SouthRidge	SouthRidge Huntingburg, IN 47542		
1	IN		Southridge	Southridge Huntingburg, IN 47424		
1	FL	Brooksville	Lake Mckethan	Lake Mckethan Brooksville, FL		
1	FL		, FL	, FL		
1	MD		Oak Ridge Park	Oak Ridge Park Hughesville, MD 20637		
1						
1	TX		The Range--WTAMU	The Range--WTAMU Canyon, TX 79015		
1	NY		Delaware Park Golf Course	Delaware Park Golf Course Buffalo, NY 14208		
1	KS		Fun Valley Sports Complex	Fun Valley Sports Complex 4401 W 4th Ave Hutchinson, KS 67501		
1	OH		Ottawa Park Golf Course	Ottawa Park Golf Course 2315 Walden Pond Toled, OH 43606		
1	FL		SL	SL SL, FL 33040		
1	FL		St. Stephens Episcopal 5k	St. Stephens Episcopal 5k Bradenton, FL 34209		
1	RI		Bryant Univ. Campus Course	Bryant Univ. Campus Course Smithfield, RI 02917		
1	IN	Evansville	Angel Mounds	Angel Mounds Evansville, IN		
1	TX		Texas A&M-CC	Texas A&M-CC Corpus Christi, TX 78412		
1						
1	FL		Cecil Field	Cecil Field 13715 Lake Newman St Jacksonville, FL 32312		
1						
1						
1	GA		Thomas County Middle School	Thomas County Middle School Thomasville, GA 32312		
1						
1	NH		Amherst Middle School	Amherst Middle School Amherst, NH 03031		
1			DeSales University	DeSales University 2755 Station Avenue Center Valley, PA PA		
1	OH		Bluffton University Nature Preserve	Bluffton University Nature Preserve Bluffton, OH 45817		
1	FL		KWHS Golf Course	KWHS Golf Course Marathon, FL 33040		
1						
1	FL		Wellington HS	Wellington HS 2101 Greenview Shores Blvd Wellington, FL 33414		
1	NH		St. Anselm College	St. Anselm College Manchester, NH 03045		
1	TX		Jeep Webb	Jeep Webb Borger, TX 79007		
1	MA		Chicopee Memorial Park	Chicopee Memorial Park Chicopee, MA 01002		
1			St Mary University	St Mary University Leavenworth, Kansas 66048		
1						
1			St. Paul's School	St. Paul's School 325 Pleasent St Concord, NH 3301		
1	TN		Walters State CC	Walters State CC 500 S Davy Crockett Pkwy Morristown, TN 37814		
1	WI		Wayne E. Dannehl National Cross Country Course	Wayne E. Dannehl National Cross Country Course 4400 Petrifying Springs Rd Kenosha, WI 53144		
1	OH		Hillcrest Golf Course	Hillcrest Golf Course 800 Bigelow Ave Findlay, OH 45840		
1						
1	NJ		Ramapo College	Ramapo College Mahwah, NJ 07430		
1			Flandrau State Park	Flandrau State Park New Ulm, MN 555441		
1	NC		McAlpine Clreek Park	McAlpine Clreek Park Charlotte, NC 77843		
1						
1						
1						
1	AL		Graham Creek Nature Preserve	Graham Creek Nature Preserve 1 Pride Dr. Foley, AL 36535		
1	IN		Huntington University	Huntington University 450 MacGahan St. Huntington , IN 46750		
1	AR		Arkansas	Arkansas Batesville, AR 72501		
1	MI		Spruce Ridge Golf Club	Spruce Ridge Golf Club 26831 Dutch Settlement Rd. Dowagiac, MI 49047		
1	FL	Bradenton	Southeast High School	Southeast High School Bradenton, FL		
1	FL		Williston High School	Williston High School 427 West Noble Ave. Williston, FL 34769		
1	FL		Out-of-Door Academy	Out-of-Door Academy Sarasota, FL 34340		
1	PA		Big Spring HS	Big Spring HS Newville, PA 17257		
1	FL	Merritt Island	Merritt Island Christian	Merritt Island Christian Merritt Island, FL		
1						
1						
1						
1	KY		Kentucky	Kentucky 3051 Leestown Road Lexington, KY 40511		
1	AR		Winamac Community	Winamac Community , AR		
1	CA		UC Santa Barbara	UC Santa Barbara Mission Club, Lompoc, CA 93106		
1	FL		Bethel Mennonite	Bethel Mennonite Sarasota, FL 34241		
1	IN		Woodlan	Woodlan 1300 Green Road Woodburn, IN 46774		
1						
1						
1						
1	TX		Chamizal Memorial National Park, El Paso, TX	Chamizal Memorial National Park, El Paso, TX 800 South Marcial St. ElPaso, TX 79905		
1	FL	Boca Raton	South County Park	South County Park Boca Raton, FL		
1	WV		West Virginia Tech	West Virginia Tech Beckley, WV 25801		
1	NC		Glen Cannon Country Club	Glen Cannon Country Club 337 Glen Cannon Dr. Pisgah Forest, NC 28768		
1						
1						
1	WI		Wayne E. Dannehl National Cross Course	Wayne E. Dannehl National Cross Course Kenosha, WI 53144		
1						
1						
1	PA		McDade Park	McDade Park Scranton, PA 18440		
1	OH		Oberlin College North Fields	Oberlin College North Fields 200 Woodland St Oberlin, OH 44074		
1						
1			Gordan College, Wenham, MA	Gordan College, Wenham, MA 255 Grapevine Road WENHAM, MA 1984		
1						
1						
1						
1	LA		Lafreniere Park	Lafreniere Park 3000 Downs Blvd. Metairie, LA 70003		
1						
1						
1	RI		Bulldog Stadium	Bulldog Stadium 1150 Douglas Pike Smithfield, RI 02917		
1						
1						
1						
1	LA		Northwestern State University	Northwestern State University Natchitoches, LA 71497		
1	CA		Pomona-Pitzer Campus Course	Pomona-Pitzer Campus Course The Rains Center Claremont, CA 91711		
1	WA	Seattle	Lower Woodland Park	Lower Woodland Park Seattle, WA		
1						
1	GA		Stewart Field on Eckel Street	Stewart Field on Eckel Street Eckel Street Ft. Benning, GA 31901		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	FL		Forstproof XC Course	Forstproof XC Course Frostproof, FL 33843		
1	NY		Twin Ponds on The Farm	Twin Ponds on The Farm Montgomeryn, NY 10471		
1						
1	TX		Pecan Acres Park	Pecan Acres Park Nacogdoches, TX 75961		
1	PA		Bryn Athyn College XC Course	Bryn Athyn College XC Course Bryn Athyn, PA 19009		
1	NY		Ronald C. Hoffmann Cross Country Course	Ronald C. Hoffmann Cross Country Course St. Lawrence University Park Street Canton, NY 13617		
1	VA		Pole Green Park	Pole Green Park 8996 Pole Green Park Lane Mechanicsville, VA 23116		
1						
1						
1						
1	NC		Ashley High School	Ashley High School Wilmington, NC 28403		
1	UT		Palisades Golf Course	Palisades Golf Course 2200 East Palisade Road Sterling, UT 84665		
1	KS		SM Park	SM Park Overland Park, KS 66219		
1	AR	Arkadelphia	Ouachita Baptist Cross Country Course	Ouachita Baptist Cross Country Course Arkadelphia, AR		
1						
1	TN		Milligan University	Milligan University Milligan University, TN 37682		
1	IN		Muscatatuck State Park	Muscatatuck State Park Muscatatuck Park North Vernon, IN 47265		
1						
1	GA		Middle Georgia State Unviversity	Middle Georgia State Unviversity Fulton Mill Rd Macon, GA 31206		
1						
1						
1						
1	NJ		North Athletic Complex	North Athletic Complex Galloway, NJ 08240		
1	CA		Shady Rest Park (7800 ft elevation)	Shady Rest Park (7800 ft elevation) Mammoth Lakes, CA 93546		
1	FL	Bradenton	GTBray Park	GTBray Park Bradenton, FL		
1						
1	SC		Laurel Hill Plantation	Laurel Hill Plantation Mt Pleasant, SC 29466		
1	MI		Eagle Crest Golf Course	Eagle Crest Golf Course Ypsilanti, MI 48197		
1						
1						
1	OK		Gordon Cooper Technology Center, Shawnee, Ok	Gordon Cooper Technology Center, Shawnee, Ok Shawnee, OK 74804		
1						
1	PA		Schenley Park	Schenley Park Pittsburgh, PA 15701		
1	DE		Carousel Farm Park	Carousel Farm Park 3700 Limestone Rd Wilmington, DE 19780		
1						
1	FL	Bradenton	St. Stephens Episcopal	St. Stephens Episcopal Bradenton, FL		
1	IL		The North 40 XC Course	The North 40 XC Course DeKalb, IL 00000		
1						
1	PA		Lincolin Unversity XC Course	Lincolin Unversity XC Course Lincolin Unversitry, PA 99999		
1						
1	FL		Cottondale High School	Cottondale High School Cottondale, FL 32312		
1	FL	Palatka	Palatka	Palatka Palatka, FL		
1	TX		LeTourneau University Trails	LeTourneau University Trails Longview, TX 75607		
1	NH		North Star Timing	North Star Timing Freestyle Farm, Amherst, NH 03054		
1	MI		Kaatke Golf Course	Kaatke Golf Course Big Rapids, MI 49307		
1	FL	Weeki Wachee	Weeki Wachee Preseve	Weeki Wachee Preseve Weeki Wachee, FL		
1	NJ		Garret Mountain Reservation	Garret Mountain Reservation Woodland Park, NJ 07424		
1	FL		West Orange	West Orange 1625 Beulah Rd Winter Garden, FL 34787		
1	PR		Pista ATletica UPRRP	Pista ATletica UPRRP 14 Ave. Universidad Ste. 1401 San Juan, PR 00926		
1						
1						
1						
1						
1	DE		Delaware State University	Delaware State University Dover, DE 19709		
1						
1						
1						
1						
1	PA		Gettysburg	Gettysburg Gettysburg, PA 17522		
1	TX		Balcones-Spicewood Springs Course -Austin,TX	Balcones-Spicewood Springs Course -Austin,TX Austin, TX 78750		
1	IL		IC Campus	IC Campus Jacksonville, IL 61761		
1						
1						
1						
1	NC		Western Carolina University	Western Carolina University Cullowee, NC 28723		
1	TX		Camp Hoblitzelle	Camp Hoblitzelle Midlothian, TX 76065		
1						
1						
1						
1	AZ		Quincie Douglas Park	Quincie Douglas Park Tucson, AZ 85713		
1						
1						
1						
1						
1	CA		Golden Gate Park, San Francisco, CA	Golden Gate Park, San Francisco, CA San Francisco, CA 94118		
1	MI		Fremont	Fremont 1 Squire Drive Fremont, MI 49412		
1						
1						
1	WA		Chambers Creek Regional Park	Chambers Creek Regional Park 6320 Grandview Dr W. Univerity Place, WA 98467		
1						
1	OH		Silver Creek Metropark CC Trails	Silver Creek Metropark CC Trails Norton, OH 44325		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	WA		Pacific Lutheran Invitational 2015	Pacific Lutheran Invitational 2015 TACOMA, WA 98447		
1			Carrigan Intermediate School XC Course	Carrigan Intermediate School XC Course West Haven, CT 6516		
1						
1						
1	AL		Troy State Track & Field	Troy State Track & Field Dothan, AL 36303		
1	MO	Park Hills	Mineral Area College	Mineral Area College Park Hills, MO		
1	LA		Ward 3 Rec: Enos Darbonne Sports Complex	Ward 3 Rec: Enos Darbonne Sports Complex Lake Street Louisiana, LA 70605		
1	NC		Livingstone	Livingstone 935 Hurley School Road Salisbury, NC 28147		
1						
1						
1						
1						
1						
1						
1	SC		Weston Lake Recreation Area	Weston Lake Recreation Area Columbia , SC 29208		
1						
1	NE		Doane College	Doane College Crete, NE 68333		
1	OH		Columbus State Community College Delaware	Columbus State Community College Delaware Delware, OH 43015		
1						
1						
1						
1						
1						
1						
1	KS		Rolling Acres Golf Club	Rolling Acres Golf Club McPherson, KS 67530		
1						
1						
1	FL		Davenport HS	Davenport HS Davenport, FL 33837		
1	NH		Winnacunnet High School	Winnacunnet High School Alumni Drive Hampton, NH 03842		
1	MD		McDaniel College	McDaniel College 2 College Hill Westminster, MD 21157		
1	CA		Palo Corona	Palo Corona Carmel Valley, CA 93924		
1						
1	FL		Wiregrass Ranch High School	Wiregrass Ranch High School Wiregrass Ranch High School Wesley Chapel, FL 33543		
1	TN		Cherokee Farms	Cherokee Farms Knoxville, TN 00000		
1						
1			N.C. Central	N.C. Central Cary, North Carolina		
1						
1	AR	Mena	UARM Cross Country Course	UARM Cross Country Course Mena, AR		
1	LA		NELSA-Chennault Park	NELSA-Chennault Park Monroe, LA 71209		
1						
1	PA		Schenley Park	Schenley Park 1 Overlook Dr Pittsburgh, PA 15213		
1	NE		Wayne State-Country Club Course	Wayne State-Country Club Course Wayne, NE 68787		
1						
1						
1	OK		Spring Creek Park	Spring Creek Park Edmond, OK 73003		
1	KS		Cottonwood Point, Marion Resevoir	Cottonwood Point, Marion Resevoir Marion, KS 66861		
1	SC		Milliken Park	Milliken Park Spartanburg, SC 29301		
1	OH		Kings Island Golf Course	Kings Island Golf Course Mason, OH 45039		
1	PA		Saint Vincent College	Saint Vincent College Latrobe, PA 15650		
1						
1	NY	Milton	Hudson Valley Dome	Hudson Valley Dome Milton, NY		
1	IN		Angel Mounds	Angel Mounds 2025 Lincoln Ave. Ramona Apt. Evansville, IN 63044		
1	AR		Southern Arkansas University	Southern Arkansas University Magnolia, AR 71753		
1						
1						
1						
1	SC		Recreation Fields Course	Recreation Fields Course 3000 Downs Blvd. Conway, SC 29526		
1						
1						
1						
1	FL		Mitchell High School	Mitchell High School Trinity, FL 34655		
1						
1						
1	PA		UNIVERSITY PARK, PA	UNIVERSITY PARK, PA University Park, PA 16802		
1						
1						
1						
1						
1	AL		Alabama	Alabama 5901 Watermelon Rd. Northport, AL 35473		
1	TN		Shelby Farms Park	Shelby Farms Park Memphis, TN 38112		
1	FL		Oakridge Middle School	Oakridge Middle School 14975 Collier Boulevard Naples, FL 34119		
1						
1	CA		Leadbetter Beach / Shoreline Park	Leadbetter Beach / Shoreline Park Santa Barbara, CA 90210		
1						
1	TX		Balcones-Spicewood Springs Course	Balcones-Spicewood Springs Course 11210 Spicewood Club Drive Austin, TX 78750		
1						
1						
1						
1						
1	IL		University of IL	University of IL - Springfield, IL Springfield, IL 60431		
1	TX		UNT Cross Country Course	UNT Cross Country Course Denton, TX 76203		
1						
1						
1						
1						
1						
1						
1	VA		Panorama Farms	Panorama Farms Charlottesville, VA 22901		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	TX	San Antonio	San Antonio State School	San Antonio State School San Antonio, TX		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	MI	Port Huron	Goodells County Park	Goodells County Park Port Huron, MI		
1						
1	MT		Hickory Swings Golf Course	Hickory Swings Golf Course Great Falls, MT 59401		
1						
1	NY		Van Cortland Park	Van Cortland Park New York, NY 10023		
1	PA		Gettysburg College	Gettysburg College Gettysburg, PA 19530		
1						
1						
1	WI		Catholic ConferenceXC Championship Meet	Catholic ConferenceXC Championship Meet Marquette, WI 49855		
1						
1	CA	Long Beach	Heartwell Park	Heartwell Park Long Beach, CA		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	ON	Cobden	Logos Land	Logos Land Cobden, ON		
1	NH		Portsmouth Christian High School	Portsmouth Christian High School Portsmouth, NH 03820		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	RI		Colt State Park	Colt State Park Route 114 Hope Street Bristol, RI 02809		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	FL		Bishop Verot High School	Bishop Verot High School 5598 Sunrise drive ft myers, FL 33919		
1						
1						
1						
1						
1						
1						
1						
1						
1	MI		Fremont	Fremont 907 First NH Turnpike Fremont, MI 49412		
1						
1						
1						
1						
1						
1	TX	Abilene	Sherrod Residential Park	Sherrod Residential Park Abilene, TX		
1	CA		CCSF	CCSF 50 Phelan Avenue San Francisco, CA 94112		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	TX		Texas A&M	Texas A&M College Station, TX 77843		
1	IN		Angel Mounds Cross Country Course	Angel Mounds Cross Country Course Evansville, IN 47712		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	SC		Coastal Carolina University	Coastal Carolina University Conway, SC 29526		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	IN		Camp Sycamore Valley	Camp Sycamore Valley Lafayette, IN 46065		
1						
1	PA		Bucknell Cross Country Course	Bucknell Cross Country Course Lewisburg, PA 17837		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	TN		Shelby Farms Course	Shelby Farms Course , TN		
1	PA	Ridgeway	Grandinetti Elementary	Grandinetti Elementary Ridgeway, PA		
1	WI		Tri-Metro CC Championships	Tri-Metro CC Championships Marquette, WI 49855		
1	MI		RB	RB 24 Cavalier Court Fremont, MI 49412		
1						
1			Venue	Venue Address Orlando, Fl 32825		
1	WI		Diablo Valley	Diablo Valley 321 Golf Club Drive Marquette, WI 49855		
1	NH		Keene High School	Keene High School 43 Arch St. Keene, NH 03431		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	GA		Georgia College and State University	Georgia College and State University Milledgeville, GA 12345		
1						
1						
