# source	meet_id	div_id	n	c_pct	iqr_pct	z	already
tfrrs	39852	None	116	-6.47	3.27	-4.3	
tfrrs	11858	None	37	-11.13	14.47	-4.3	
anet	272695	1	42	-6.70	3.49	-4.3	
anet	374085	2	36	-7.92	7.26	-4.3	
anet	513241	3	40	+7.78	5.52	+4.3	
tfrrs	89689	None	42	-7.08	5.14	-4.3	
anet	560348	3	28	+7.29	3.25	+4.3	
anet	241050	1	42	-6.88	4.36	-4.3	
tfrrs	55922	None	111	-6.55	4.24	-4.3	
anet	375349	1	15	+7.69	3.23	+4.3	
anet	151229	1	20	-7.39	4.33	-4.3	
tfrrs	67960	None	34	-7.28	5.32	-4.3	
tfrrs	19778	None	64	-7.05	6.26	-4.3	
tfrrs	39725	None	31	-9.03	9.24	-4.3	
anet	429223	4	19	+8.72	5.50	+4.3	
tfrrs	51820	None	79	-6.55	3.64	-4.3	
anet	560800	1	32	+8.64	6.97	+4.3	
tfrrs	10129	None	16	-8.26	5.44	-4.3	
tfrrs	61557	None	18	-8.28	5.80	-4.3	
anet	194074	1	20	+8.86	5.87	+4.3	
anet	607865	1	18	+8.47	4.95	+4.3	
tfrrs	72936	None	42	-7.74	7.36	-4.3	
anet	323920	1	103	+7.95	9.74	+4.3	
tfrrs	59889	None	33	-7.50	5.88	-4.3	
tfrrs	56477	None	90	-6.56	3.99	-4.3	
tfrrs	43409	None	90	-6.41	2.22	-4.3	
tfrrs	94734	None	146	-6.54	4.88	-4.3	
tfrrs	12574	None	20	-7.75	5.11	-4.3	
tfrrs	80090	None	53	-6.73	4.18	-4.3	
tfrrs	51449	None	24	-6.69	2.64	-4.3	
anet	46276	1	19	-8.78	6.83	-4.3	
anet	422944	1	20	-7.64	4.89	-4.3	
tfrrs	18769	None	53	-7.55	7.63	-4.3	
anet	296456	1	98	+7.60	7.84	+4.3	
anet	296185	2	64	-6.72	4.52	-4.3	
anet	247570	1	25	+7.27	3.05	+4.3	
tfrrs	54240	None	27	-7.64	5.70	-4.3	
anet	31078	1	15	-7.94	4.76	-4.3	
tfrrs	23402	None	83	-6.61	4.37	-4.3	
tfrrs	39246	None	27	-7.14	4.36	-4.3	
tfrrs	88192	None	63	-6.92	5.63	-4.3	
tfrrs	33888	None	31	-7.21	4.91	-4.3	
tfrrs	78822	None	37	-7.51	6.28	-4.3	
tfrrs	84312	None	25	-8.16	6.62	-4.3	
tfrrs	86427	None	25	-7.91	6.10	-4.3	
anet	439879	3	17	+8.15	4.32	+4.3	
tfrrs	80447	None	68	-6.81	5.26	-4.3	
tfrrs	85601	None	73	-7.09	6.94	-4.3	
tfrrs	10847	None	14	-6.98	2.82	-4.3	
anet	252970	1	105	+6.95	3.76	+4.3	
tfrrs	20726	None	27	-6.91	3.68	-4.3	
tfrrs	64481	None	147	-6.43	3.38	-4.3	
tfrrs	85382	None	25	-7.60	5.41	-4.3	
tfrrs	85026	None	229	-6.51	5.82	-4.3	
anet	130045	1	17	-8.17	5.50	-4.3	
tfrrs	54422	None	46	-7.46	6.89	-4.3	
tfrrs	80853	None	155	-6.59	5.82	-4.3	
anet	656607	1	215	+7.01	6.24	+4.3	
anet	437959	1	23	+8.57	5.83	+4.3	
anet	36596	1	12	-11.53	8.76	-4.3	
anet	261249	2	54	+8.33	8.27	+4.3	
tfrrs	60431	None	69	-6.95	6.10	-4.3	
tfrrs	47974	None	53	-7.76	8.44	-4.3	
anet	89221	2	60	-7.15	6.61	-4.3	
tfrrs	71916	None	107	-6.83	6.79	-4.3	
anet	280099	2	55	+9.19	10.65	+4.3	
anet	99878	1	20	-9.67	8.50	-4.3	
tfrrs	49981	None	31	-6.73	3.30	-4.3	
anet	47203	2	25	-9.56	9.33	-4.3	
tfrrs	70739	None	12	-8.83	5.54	-4.3	
tfrrs	74150	None	33	-7.86	6.91	-4.3	
tfrrs	90877	None	61	-6.58	3.61	-4.3	
tfrrs	90781	None	20	-7.77	5.22	-4.3	
tfrrs	39576	None	80	-6.81	5.81	-4.3	
tfrrs	11487	None	151	-6.61	6.10	-4.3	
tfrrs	89219	None	86	-6.78	5.83	-4.3	
tfrrs	75749	None	139	-6.61	5.83	-4.3	
tfrrs	41853	None	139	-6.54	5.02	-4.3	
anet	491909	1	25	-7.28	4.65	-4.3	
tfrrs	45050	None	16	-7.55	4.27	-4.3	
anet	348560	1	44	+7.65	5.56	+4.3	
tfrrs	85666	None	66	-7.07	6.62	-4.3	
tfrrs	90363	None	41	-7.26	5.91	-4.3	
anet	502711	1	45	-7.37	6.57	-4.3	
tfrrs	8398	None	16	-10.25	8.43	-4.3	
anet	337051	1	18	-7.28	3.95	-4.3	
tfrrs	82803	None	316	-6.44	5.59	-4.3	
tfrrs	85050	None	40	-7.13	5.37	-4.3	
tfrrs	62215	None	78	-6.61	4.41	-4.3	
tfrrs	80858	None	38	-7.04	4.92	-4.3	
tfrrs	54474	None	65	-6.85	5.51	-4.3	
tfrrs	60629	None	104	-6.68	5.72	-4.3	
tfrrs	90745	None	40	-6.78	4.00	-4.3	
tfrrs	47142	None	46	-6.96	5.11	-4.3	
tfrrs	23334	None	113	-6.59	5.14	-4.3	
anet	152824	1	30	-7.23	4.96	-4.3	
tfrrs	24617	None	31	-8.34	7.86	-4.3	
anet	104212	1	19	-8.63	6.66	-4.3	
anet	381188	1	16	-7.31	3.80	-4.3	
anet	58653	1	22	+8.24	5.16	+4.3	
anet	476097	2	19	+9.41	6.62	+4.3	
tfrrs	33434	None	37	-7.71	6.98	-4.3	
anet	504346	1	20	-8.53	6.65	-4.3	
tfrrs	32725	None	87	-6.56	4.24	-4.3	
anet	509075	1	114	+7.16	6.01	+4.3	
tfrrs	44719	None	33	-7.75	6.69	-4.3	
tfrrs	66114	None	54	-7.63	8.16	-4.3	
tfrrs	12739	None	46	-6.80	4.41	-4.3	
tfrrs	86365	None	26	-6.81	3.36	-4.3	
tfrrs	59610	None	30	-7.58	5.95	-4.3	
anet	296299	1	100	+7.53	7.81	+4.3	
anet	218384	1	53	-6.77	4.60	-4.3	
tfrrs	84454	None	110	-6.84	7.16	-4.3	
tfrrs	79259	None	74	-6.71	5.06	-4.3	
anet	498836	1	22	-7.09	3.91	-4.3	
anet	278414	1	27	+7.89	4.98	+4.3	
tfrrs	20681	None	24	-7.71	5.62	-4.3	
anet	298794	1	13	-9.25	6.36	-4.3	
tfrrs	40546	None	67	-6.61	4.22	-4.3	
tfrrs	40740	None	14	-12.22	10.37	-4.3	
tfrrs	90143	None	101	-6.62	5.26	-4.3	
anet	276265	2	12	+8.18	3.75	+4.3	
anet	40678	1	77	+7.54	6.95	+4.3	
tfrrs	88968	None	27	-8.80	8.31	-4.3	
tfrrs	11670	None	33	-7.76	6.74	-4.3	
tfrrs	49004	None	31	-7.93	6.96	-4.3	
anet	35829	1	24	-7.72	5.66	-4.3	
tfrrs	66492	None	20	-9.00	7.50	-4.3	
anet	125575	1	37	+8.42	7.17	+4.3	
anet	481354	2	57	-7.21	6.84	-4.3	
anet	243650	1	34	-6.56	2.76	-4.3	
anet	475079	1	72	+7.27	5.49	+4.3	
tfrrs	60172	None	37	-7.60	6.73	-4.3	
tfrrs	40722	None	40	-6.41	1.96	-4.3	
anet	69966	1	60	-6.52	3.37	-4.3	
tfrrs	13000	None	26	-7.26	4.77	-4.3	
tfrrs	92810	None	216	-6.42	4.81	-4.3	
tfrrs	67674	None	35	-7.36	5.83	-4.3	
tfrrs	85895	None	31	-7.16	4.91	-4.3	
anet	568144	2	31	+7.54	4.44	+4.3	
tfrrs	69072	None	120	-6.62	5.83	-4.3	
anet	630262	1	100	-6.60	5.16	-4.3	
tfrrs	39510	None	83	-6.80	6.10	-4.3	
tfrrs	76900	None	119	-6.52	4.86	-4.3	
anet	473760	1	20	+7.45	3.36	+4.3	
anet	511566	1	18	-8.60	6.48	-4.3	
anet	69610	2	17	-7.11	3.54	-4.3	
anet	331760	1	20	-6.77	2.89	-4.3	
tfrrs	29551	None	37	-7.84	7.41	-4.3	
tfrrs	72901	None	19	-8.14	5.87	-4.3	
anet	586540	1	59	+7.50	6.01	+4.3	
anet	519177	2	47	-7.71	7.93	-4.3	
tfrrs	10228	None	25	-7.43	5.14	-4.3	
anet	119052	1	14	-7.91	4.67	-4.3	
tfrrs	44478	None	46	-6.94	5.18	-4.3	
anet	167986	1	33	+9.29	8.56	+4.3	
tfrrs	79051	None	23	-8.01	6.19	-4.3	
tfrrs	55341	None	53	-6.65	4.07	-4.3	
tfrrs	60426	None	23	-9.69	9.27	-4.3	
anet	378089	1	24	+7.04	2.44	+4.3	
anet	166191	3	82	+6.85	3.00	+4.3	
anet	637479	1	13	-7.02	2.92	-4.3	
anet	575810	1	49	+7.12	3.93	+4.3	
tfrrs	81147	None	36	-6.42	2.06	-4.3	
tfrrs	81459	None	24	-8.28	6.89	-4.3	
anet	293247	1	39	-7.07	5.25	-4.3	
tfrrs	57548	None	247	-6.52	7.02	-4.3	
tfrrs	79887	None	13	-9.43	6.64	-4.3	
tfrrs	80489	None	13	-9.43	6.64	-4.3	
anet	510394	3	21	+8.88	6.21	+4.3	
tfrrs	41806	None	36	-7.80	7.22	-4.3	
anet	378190	1	106	+7.10	5.61	+4.3	
anet	209326	1	35	+8.01	6.05	+4.3	
tfrrs	88095	None	112	-6.63	5.84	-4.3	
anet	142655	1	20	-8.18	6.11	-4.3	
tfrrs	35602	None	81	-6.66	5.14	-4.3	
tfrrs	70632	None	131	-6.84	8.03	-4.3	
anet	260428	1	32	+9.46	8.77	+4.3	
anet	152738	1	77	+7.05	4.52	+4.3	
tfrrs	34438	None	65	-6.86	5.77	-4.3	
tfrrs	54500	None	68	-7.02	6.73	-4.3	
tfrrs	80749	None	88	-6.53	4.40	-4.3	
tfrrs	78705	None	15	-7.98	4.97	-4.3	
tfrrs	32881	None	18	-7.16	3.79	-4.3	
tfrrs	26706	None	90	-6.57	4.80	-4.3	
tfrrs	89358	None	44	-6.83	4.63	-4.3	
tfrrs	81176	None	36	-6.69	3.60	-4.3	
tfrrs	36257	None	39	-8.28	8.81	-4.3	
tfrrs	44125	None	50	-7.67	8.14	-4.3	
tfrrs	88084	None	19	-8.09	5.81	-4.3	
tfrrs	51226	None	111	-6.52	4.85	-4.3	
tfrrs	49512	None	24	-6.97	3.87	-4.3	
tfrrs	68791	None	44	-6.88	4.88	-4.3	
anet	316109	1	86	+7.15	5.48	+4.3	
anet	319559	1	18	-7.32	4.16	-4.3	
anet	44186	1	19	+7.16	2.61	+4.3	
tfrrs	30531	None	46	-7.62	7.64	-4.3	
tfrrs	91914	None	48	-7.49	7.41	-4.3	
anet	136464	1	12	+7.65	3.01	+4.3	
anet	649580	1	12	-7.09	2.97	-4.3	
tfrrs	50221	None	14	-7.50	4.02	-4.3	
anet	189677	1	51	-7.02	5.87	-4.3	
anet	379039	1	247	+6.84	5.28	+4.3	
tfrrs	96055	None	77	-6.77	5.83	-4.3	
tfrrs	80925	None	14	-7.59	4.17	-4.3	
anet	243719	1	34	+8.25	6.58	+4.3	
tfrrs	82328	None	34	-7.14	5.20	-4.3	
anet	316111	1	95	+7.04	5.09	+4.3	
tfrrs	84140	None	35	-7.48	6.29	-4.3	
tfrrs	73399	None	48	-6.77	4.60	-4.3	
tfrrs	78561	None	84	-6.54	4.50	-4.3	
anet	29248	1	12	-7.05	2.92	-4.3	
tfrrs	58927	None	45	-7.10	5.85	-4.3	
anet	124068	1	15	-7.74	4.60	-4.3	
tfrrs	33433	None	33	-7.95	7.34	-4.3	
anet	209093	1	67	+7.49	6.52	+4.3	
anet	418614	1	29	-6.54	2.65	-4.3	
anet	222853	1	12	+8.54	4.31	+4.3	
anet	264352	1	29	+8.19	5.99	+4.3	
anet	138385	1	31	-6.96	4.40	-4.3	
tfrrs	65123	None	13	-8.14	4.91	-4.3	
tfrrs	77101	None	50	-7.15	6.36	-4.3	
anet	593423	4	12	-7.07	2.96	-4.3	
anet	377481	2	37	-7.62	6.90	-4.3	
anet	141217	1	22	+7.97	4.79	+4.3	
anet	142448	1	58	+8.92	10.53	+4.3	
tfrrs	10441	None	31	-8.63	8.68	-4.3	
tfrrs	63281	None	148	-6.71	7.73	-4.2	
tfrrs	32374	None	67	-8.64	12.79	-4.2	
tfrrs	29749	None	66	-7.46	8.62	-4.2	
tfrrs	56223	None	88	-6.63	5.35	-4.2	
anet	613166	1	74	+7.53	7.09	+4.2	
tfrrs	92203	None	13	-6.65	2.12	-4.2	
tfrrs	3113	None	40	-7.62	7.21	-4.2	
tfrrs	18103	None	89	-6.87	6.98	-4.2	
anet	557848	2	16	+9.79	6.68	+4.2	
tfrrs	84065	None	15	-8.18	5.35	-4.2	
tfrrs	72458	None	31	-7.43	5.85	-4.2	
tfrrs	50315	None	163	-6.50	5.95	-4.2	
tfrrs	85428	None	18	-8.27	6.03	-4.2	
tfrrs	88594	None	83	-6.54	4.58	-4.2	
tfrrs	79681	None	51	-7.09	6.25	-4.2	
tfrrs	56468	None	52	-6.73	4.68	-4.2	
anet	428659	1	46	-6.62	3.88	-4.2	
tfrrs	72506	None	150	-6.57	6.53	-4.2	
tfrrs	53991	None	29	-7.20	5.04	-4.2	
tfrrs	53811	None	60	-6.86	5.73	-4.2	
tfrrs	85313	None	45	-7.30	6.61	-4.2	
anet	255239	1	32	-6.86	4.19	-4.2	
tfrrs	90959	None	92	-6.62	5.46	-4.2	
tfrrs	75964	None	71	-6.94	6.65	-4.2	
tfrrs	24997	None	13	-8.98	6.12	-4.2	
anet	141171	1	43	+7.65	5.83	+4.2	
anet	120850	1	74	+7.10	4.99	+4.2	
tfrrs	26694	None	68	-6.72	5.35	-4.2	
tfrrs	85573	None	84	-6.65	5.47	-4.2	
anet	508381	1	13	-6.89	2.74	-4.2	
tfrrs	25200	None	67	-7.77	9.93	-4.2	
anet	451836	3	13	+14.50	10.65	+4.2	
tfrrs	67548	None	36	-8.09	8.12	-4.2	
tfrrs	7317	None	32	-7.84	7.04	-4.2	
anet	115294	1	42	+7.54	5.43	+4.2	
tfrrs	58437	None	101	-6.49	4.69	-4.2	
anet	197675	2	97	+7.20	6.40	+4.2	
tfrrs	60383	None	60	-6.98	6.33	-4.2	
anet	476831	4	20	+7.10	2.62	+4.2	
anet	281499	1	66	+7.72	7.50	+4.2	
tfrrs	71817	None	61	-7.22	7.41	-4.2	
anet	541625	1	28	-8.26	7.53	-4.2	
anet	464192	2	15	-7.77	4.71	-4.2	
anet	506671	3	21	-8.47	6.92	-4.2	
tfrrs	30891	None	84	-6.62	5.37	-4.2	
anet	98713	1	55	-6.77	5.14	-4.2	
anet	499813	2	13	-7.02	3.04	-4.2	
anet	557031	1	13	-49.77	61.36	-4.2	
tfrrs	75488	None	45	-6.79	4.73	-4.2	
tfrrs	49449	None	39	-7.93	8.03	-4.2	
tfrrs	82280	None	16	-9.15	7.07	-4.2	
tfrrs	90511	None	44	-6.73	4.42	-4.2	
tfrrs	39590	None	57	-6.53	3.85	-4.2	
tfrrs	78155	None	46	-7.77	8.27	-4.2	
anet	137739	1	23	+8.29	5.60	+4.2	
anet	637397	1	24	-7.70	5.81	-4.2	
anet	434992	2	25	+10.34	9.24	+4.2	
tfrrs	2906	None	33	-7.57	6.49	-4.2	
anet	338851	2	26	+7.49	4.18	+4.2	
anet	109134	1	210	+7.14	8.95	+4.2	
anet	74965	1	20	+8.67	5.86	+4.2	
tfrrs	82097	None	98	-6.66	6.08	-4.2	
tfrrs	76921	None	20	-12.06	12.37	-4.2	
tfrrs	90499	None	117	-6.53	5.53	-4.2	
anet	420846	1	21	-6.44	1.96	-4.2	
tfrrs	54909	None	19	-6.83	3.21	-4.2	
tfrrs	82716	None	158	-6.36	4.28	-4.2	
anet	205743	3	14	+9.50	5.96	+4.2	
tfrrs	38891	None	18	-7.24	4.12	-4.2	
anet	313293	1	35	+8.44	7.25	+4.2	
anet	650006	1	39	+7.01	3.32	+4.2	
anet	225928	1	50	+8.00	7.43	+4.2	
anet	298374	1	58	-6.70	4.95	-4.2	
tfrrs	26083	None	44	-7.28	6.57	-4.2	
anet	652732	1	39	+7.75	5.91	+4.2	
tfrrs	90586	None	21	-9.84	9.25	-4.2	
anet	614852	1	41	+7.80	6.20	+4.2	
tfrrs	58105	None	124	-6.38	4.18	-4.2	
tfrrs	62212	None	29	-6.75	3.68	-4.2	
tfrrs	57466	None	36	-7.23	5.81	-4.2	
tfrrs	40329	None	18	-7.39	4.45	-4.2	
anet	584621	1	31	-7.87	7.05	-4.2	
anet	403782	1	57	+8.47	9.38	+4.2	
anet	653552	1	29	-8.92	9.10	-4.2	
tfrrs	42848	None	70	-6.52	4.27	-4.2	
tfrrs	81973	None	101	-6.63	6.07	-4.2	
anet	588574	3	16	+7.61	3.55	+4.2	
tfrrs	3908	None	16	+12.07	9.38	+4.2	
anet	482223	3	15	-8.63	6.13	-4.2	
tfrrs	69264	None	20	-7.85	5.65	-4.2	
anet	612357	1	13	+7.40	2.82	+4.2	
tfrrs	57493	None	19	-8.99	7.49	-4.2	
tfrrs	28753	None	22	-7.77	5.76	-4.2	
tfrrs	3172	None	25	-8.05	6.75	-4.2	
anet	225915	1	13	+9.97	6.30	+4.2	
anet	125364	1	73	+6.83	3.38	+4.2	
anet	422159	5	22	+10.57	9.03	+4.2	
anet	317416	2	12	-6.56	1.92	-4.2	
tfrrs	60077	None	14	-7.55	4.22	-4.2	
tfrrs	53532	None	43	-6.96	5.40	-4.2	
anet	90336	1	18	+8.31	5.03	+4.2	
tfrrs	53496	None	45	-6.76	4.73	-4.2	
anet	214868	1	37	-7.45	6.60	-4.2	
tfrrs	48633	None	40	-7.12	5.82	-4.2	
anet	561735	1	48	+7.46	5.67	+4.2	
tfrrs	6759	None	22	-7.85	5.95	-4.2	
anet	470850	1	27	-7.41	5.54	-4.2	
tfrrs	62203	None	116	-6.37	4.08	-4.2	
anet	196049	1	36	+7.21	4.11	+4.2	
tfrrs	33444	None	33	-7.73	7.00	-4.2	
tfrrs	36030	None	32	-6.98	4.76	-4.2	
tfrrs	30458	None	29	-7.22	5.24	-4.2	
tfrrs	82064	None	23	-7.92	6.24	-4.2	
tfrrs	60784	None	22	-7.49	5.19	-4.2	
anet	282670	1	131	+7.39	8.99	+4.2	
tfrrs	86572	None	18	-8.64	6.76	-4.2	
tfrrs	93768	None	167	-6.55	7.23	-4.2	
anet	549147	1	27	-7.03	4.53	-4.2	
tfrrs	39219	None	118	-6.61	6.55	-4.2	
anet	492096	2	14	+7.01	2.08	+4.2	
anet	265327	2	56	-6.55	4.19	-4.2	
tfrrs	58428	None	138	-6.43	5.32	-4.2	
anet	58178	2	16	-6.96	3.35	-4.2	
anet	229779	1	13	-10.12	7.70	-4.2	
tfrrs	84724	None	27	-7.93	6.80	-4.2	
anet	247962	1	29	+7.25	3.85	+4.2	
tfrrs	18437	None	57	-7.28	7.63	-4.2	
tfrrs	59360	None	81	-6.84	6.90	-4.2	
anet	497496	1	23	-7.19	4.62	-4.2	
tfrrs	33430	None	48	-7.30	7.06	-4.2	
tfrrs	50563	None	25	-7.13	4.65	-4.2	
tfrrs	30825	None	31	-6.65	3.56	-4.2	
tfrrs	16428	None	244	-6.32	5.28	-4.2	
tfrrs	78447	None	49	-6.83	5.32	-4.2	
tfrrs	58560	None	70	-6.85	6.47	-4.2	
anet	316492	1	97	+7.00	5.49	+4.2	
tfrrs	75529	None	177	-6.36	5.20	-4.2	
anet	315833	1	12	+8.30	4.14	+4.2	
tfrrs	79012	None	109	-6.80	7.77	-4.2	
anet	612037	2	34	+7.66	5.40	+4.2	
anet	215776	1	15	-9.09	6.86	-4.2	
tfrrs	83319	None	21	-7.40	4.90	-4.2	
anet	81619	1	38	+8.58	8.01	+4.2	
tfrrs	75787	None	99	-7.08	9.04	-4.2	
anet	463675	1	14	-6.86	2.92	-4.2	
tfrrs	79387	None	47	-6.81	5.17	-4.2	
anet	320675	5	24	+7.14	3.20	+4.2	
tfrrs	89755	None	47	-7.21	6.70	-4.2	
anet	519682	1	17	+7.70	3.90	+4.2	
tfrrs	27144	None	74	-7.05	7.68	-4.2	
anet	414152	1	24	-6.83	3.75	-4.2	
tfrrs	82385	None	65	-7.12	7.55	-4.2	
tfrrs	9953	None	85	-6.71	6.35	-4.2	
anet	407010	1	37	+8.05	6.70	+4.2	
anet	179859	1	47	+6.98	3.81	+4.2	
tfrrs	67748	None	32	-7.50	6.35	-4.2	
anet	59055	1	41	-7.36	6.78	-4.2	
tfrrs	37881	None	43	-6.38	2.76	-4.2	
tfrrs	55914	None	56	-6.72	5.21	-4.2	
anet	151590	3	57	+8.81	10.49	+4.2	
tfrrs	90222	None	71	-7.04	7.52	-4.2	
anet	563278	1	44	+7.17	4.52	+4.2	
anet	563283	1	39	+7.25	4.52	+4.2	
tfrrs	19766	None	33	-8.76	9.49	-4.2	
tfrrs	44198	None	44	-6.38	2.82	-4.2	
anet	464725	1	22	-7.81	5.95	-4.2	
tfrrs	45531	None	48	-7.34	7.29	-4.2	
anet	280708	6	52	-6.84	5.62	-4.2	
tfrrs	16911	None	39	-6.58	3.77	-4.2	
anet	325295	1	120	+7.14	7.26	+4.2	
tfrrs	54549	None	15	-7.59	4.53	-4.2	
anet	526230	1	45	-6.67	4.48	-4.2	
anet	165660	1	27	+9.17	7.86	+4.2	
tfrrs	59426	None	38	-7.09	5.68	-4.2	
tfrrs	3656	None	29	-7.03	4.81	-4.2	
anet	499499	1	23	+6.79	1.94	+4.2	
anet	112184	2	12	-6.47	1.78	-4.2	
tfrrs	4825	None	52	-8.28	10.58	-4.2	
anet	250314	1	27	+8.06	5.78	+4.2	
anet	84433	2	72	+7.83	8.62	+4.2	
anet	596844	1	30	-7.71	6.73	-4.2	
anet	405791	1	30	+7.02	3.25	+4.2	
tfrrs	35541	None	37	-7.07	5.58	-4.2	
tfrrs	32545	None	76	-6.84	6.85	-4.2	
anet	646371	1	93	-7.07	8.84	-4.2	
anet	65163	1	42	-7.36	6.90	-4.2	
anet	185751	1	41	-7.93	8.48	-4.2	
anet	438417	1	13	-9.36	6.79	-4.2	
anet	297085	1	27	+12.43	12.85	+4.2	
tfrrs	66595	None	22	-6.70	3.27	-4.2	
tfrrs	62551	None	96	-6.38	4.37	-4.2	
tfrrs	90638	None	174	-6.38	5.78	-4.2	
anet	659448	1	34	+7.22	4.23	+4.2	
tfrrs	34133	None	25	-9.14	9.03	-4.2	
tfrrs	39041	None	41	-9.60	12.64	-4.2	
tfrrs	59624	None	64	-7.13	7.62	-4.2	
tfrrs	28450	None	29	-7.14	5.16	-4.2	
tfrrs	45318	None	25	-7.92	6.62	-4.2	
anet	650002	3	16	+12.12	9.58	+4.2	
anet	509629	3	23	+8.26	5.75	+4.2	
tfrrs	35654	None	25	-8.14	7.09	-4.2	
tfrrs	29239	None	80	-7.26	9.16	-4.2	
anet	236838	1	27	-7.28	5.36	-4.2	
anet	553482	3	111	-6.35	4.39	-4.2	
tfrrs	84473	None	72	-6.65	5.67	-4.2	
anet	292939	1	90	+7.78	9.50	+4.2	
tfrrs	53180	None	35	-7.02	5.29	-4.2	
anet	86131	9	36	-6.44	3.03	-4.2	
tfrrs	82883	None	46	-6.83	5.35	-4.2	
tfrrs	33931	None	86	-6.84	7.37	-4.2	
tfrrs	8475	None	80	-7.56	10.44	-4.2	
tfrrs	45183	None	48	-6.62	4.50	-4.2	
tfrrs	26175	None	25	-9.03	8.85	-4.2	
anet	96005	1	43	+7.10	4.31	+4.2	
anet	78879	14	19	+7.92	4.64	+4.2	
anet	428550	1	43	+7.85	6.80	+4.2	
tfrrs	68677	None	83	-6.68	6.30	-4.2	
anet	548092	1	21	-9.44	8.80	-4.2	
anet	153471	2	17	-6.90	3.43	-4.2	
anet	68948	2	145	+6.75	4.76	+4.2	
tfrrs	86050	None	144	-6.33	4.81	-4.2	
tfrrs	55795	None	23	-7.48	5.44	-4.2	
anet	244130	1	42	-7.02	5.84	-4.2	
tfrrs	75835	None	120	-6.59	6.94	-4.2	
anet	497022	1	121	+7.02	6.71	+4.2	
tfrrs	25946	None	60	-6.58	4.84	-4.2	
anet	551547	1	20	+9.86	7.84	+4.2	
tfrrs	47438	None	122	-6.25	3.47	-4.2	
anet	415221	1	12	-7.05	3.18	-4.2	
anet	497229	1	67	+7.16	5.74	+4.2	
anet	429409	1	26	-8.43	7.88	-4.2	
tfrrs	8112	None	105	-6.96	8.92	-4.2	
tfrrs	85484	None	37	-6.78	4.66	-4.2	
tfrrs	12563	None	31	-7.58	6.58	-4.2	
anet	324384	3	13	+6.91	1.93	+4.2	
tfrrs	40895	None	76	-6.56	5.33	-4.2	
anet	75181	3	16	-8.41	6.14	-4.2	
tfrrs	9428	None	53	-7.29	7.61	-4.2	
anet	20422	1	16	+6.67	1.26	+4.2	
anet	253287	1	64	+7.12	5.43	+4.2	
anet	569756	1	146	-6.35	5.27	-4.2	
tfrrs	85754	None	66	-6.62	5.37	-4.2	
tfrrs	26710	None	59	-6.48	4.25	-4.2	
tfrrs	56698	None	75	-6.56	5.37	-4.2	
anet	164885	2	22	+8.81	6.62	+4.2	
tfrrs	83150	None	125	-6.33	4.71	-4.2	
tfrrs	2518	None	23	-9.52	9.40	-4.2	
tfrrs	60304	None	43	-6.62	4.36	-4.2	
tfrrs	59810	None	16	-7.87	5.28	-4.2	
tfrrs	61128	None	68	-6.65	5.67	-4.2	
tfrrs	82274	None	73	-6.55	5.28	-4.2	
anet	314518	3	13	+7.43	3.07	+4.2	
tfrrs	45631	None	93	-6.40	4.75	-4.2	
tfrrs	10220	None	17	-8.41	6.35	-4.2	
anet	113232	1	34	+8.16	6.86	+4.2	
tfrrs	13223	None	51	-9.54	14.04	-4.2	
tfrrs	4750	None	85	+7.02	5.74	+4.2	
tfrrs	8854	None	46	-6.99	6.08	-4.2	
anet	367210	1	104	-7.08	9.67	-4.2	
anet	436137	3	55	+8.26	9.01	+4.2	
anet	355334	1	28	-6.53	3.17	-4.2	
anet	45840	1	34	-8.05	8.16	-4.2	
anet	652864	1	31	+7.07	3.67	+4.2	
anet	411083	1	32	-6.54	3.47	-4.2	
tfrrs	29639	None	28	-6.83	4.26	-4.2	
tfrrs	71062	None	48	-7.38	7.60	-4.2	
tfrrs	86467	None	25	-7.07	4.72	-4.2	
anet	128220	1	15	-6.68	2.76	-4.2	
anet	645057	1	112	+6.80	4.93	+4.2	
tfrrs	60220	None	89	-6.58	6.08	-4.2	
anet	156998	1	29	+8.41	6.86	+4.2	
anet	617257	1	12	+13.14	9.29	+4.2	
anet	286176	2	43	-7.17	6.55	-4.2	
tfrrs	62355	None	47	-6.67	4.85	-4.2	
tfrrs	79644	None	16	-6.79	3.14	-4.2	
tfrrs	91843	None	22	-7.00	4.25	-4.2	
tfrrs	96056	None	76	-7.04	8.12	-4.2	
tfrrs	51705	None	51	-7.49	8.26	-4.2	
tfrrs	73032	None	57	-6.83	6.15	-4.2	
anet	113233	1	47	+7.02	4.33	+4.1	
tfrrs	71522	None	91	-6.58	6.20	-4.1	
tfrrs	83393	None	40	-6.26	2.27	-4.1	
tfrrs	7383	None	15	-8.81	6.60	-4.1	
tfrrs	45384	None	35	-6.68	4.28	-4.1	
anet	240086	1	18	-7.66	5.25	-4.1	
tfrrs	15900	None	46	-6.74	5.14	-4.1	
anet	186008	1	13	+7.45	3.16	+4.1	
tfrrs	46023	None	16	+12.07	9.63	+4.1	
tfrrs	36758	None	279	-6.35	7.78	-4.1	
anet	544354	1	25	-8.02	6.96	-4.1	
anet	73362	1	52	+7.23	5.49	+4.1	
tfrrs	74395	None	50	-6.89	6.04	-4.1	
tfrrs	48271	None	62	-6.88	6.67	-4.1	
anet	506275	1	17	-8.07	5.84	-4.1	
anet	155919	1	51	+7.19	5.32	+4.1	
anet	379397	1	36	-6.67	4.30	-4.1	
