# kind	source	meet_id	div_id	n	c_pct	iqr_pct	d_eff	seasons_flagged	seasons_total	already	proposed	decision	target
# decision <- KEEP/OVERRIDE/DROP/GENDER ; target <- metres or M/F
# c_pct = whole-field spike vs each runner's OWN bracket
DIV	tfrrs	43338	None	32	-12.1	4.2	1444	na	na	-	INVESTIGATE		
DIV	anet	64369	1	72	+13.7	4.0	1412	na	na	-	INVESTIGATE		
DIV	tfrrs	27405	None	37	-12.0	8.1	1454	na	na	-	INVESTIGATE		
DIV	anet	143342	1	16	-12.0	5.3	1821	na	na	-	INVESTIGATE		
DIV	anet	112019	3	14	-12.0	8.6	1822	na	na	-	INVESTIGATE		
DIV	anet	86569	1	21	-12.0	18.9	633	na	na	-	INVESTIGATE		
DIV	anet	446653	1	21	+13.7	5.2	1318	na	na	-	INVESTIGATE		
DIV	anet	75721	1	12	-12.0	7.1	634	na	na	-	INVESTIGATE		
DIV	tfrrs	241	None	63	-12.0	4.9	1430	na	na	-	INVESTIGATE		
DIV	tfrrs	68515	None	15	+13.7	8.8	1431	na	na	-	INVESTIGATE		
DIV	tfrrs	12740	None	16	-12.0	6.1	649	na	na	-	INVESTIGATE		
DIV	tfrrs	77674	None	19	-12.0	4.8	1429	na	na	-	INVESTIGATE		
DIV	anet	528609	5	14	-12.0	31.8	988	na	na	-	INVESTIGATE		
DIV	anet	603709	2	41	-12.0	10.0	1827	na	na	-	INVESTIGATE		
DIV	anet	216809	1	18	-12.0	9.7	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	33024	None	22	-12.0	11.8	1059	na	na	-	INVESTIGATE		
DIV	anet	342797	1	26	+13.6	7.4	1441	na	na	-	INVESTIGATE		
DIV	tfrrs	80209	None	19	-12.0	8.0	657	na	na	-	INVESTIGATE		
DIV	anet	235932	1	33	-12.0	6.9	1834	na	na	-	INVESTIGATE		
DIV	tfrrs	7742	None	21	-12.0	7.5	1444	na	na	-	INVESTIGATE		
DIV	tfrrs	18082	None	33	-12.0	4.8	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	50625	None	59	-12.0	4.8	1445	na	na	-	INVESTIGATE		
DIV	anet	459938	1	34	-12.0	9.0	2854	na	na	-	INVESTIGATE		
DIV	tfrrs	35189	None	41	-12.0	4.4	1439	na	na	-	INVESTIGATE		
DIV	anet	536212	1	72	-12.0	6.0	1805	na	na	-	INVESTIGATE		
DIV	tfrrs	2288	None	44	-12.0	7.7	1417	na	na	-	INVESTIGATE		
DIV	tfrrs	48342	None	46	-11.9	3.6	1445	na	na	-	INVESTIGATE		
DIV	anet	154864	1	16	-11.9	14.7	1324	na	na	-	INVESTIGATE		
DIV	tfrrs	19949	None	77	-11.9	5.1	1451	na	na	-	INVESTIGATE		
DIV	tfrrs	8974	None	23	-11.9	4.9	1444	na	na	-	INVESTIGATE		
DIV	tfrrs	76921	None	20	-11.9	13.0	1439	na	na	-	INVESTIGATE		
DIV	tfrrs	55498	None	13	-11.9	3.4	1466	na	na	-	INVESTIGATE		
DIV	tfrrs	32357	None	56	-11.9	8.0	1465	na	na	-	INVESTIGATE		
DIV	tfrrs	91550	None	18	+13.5	10.4	1415	na	na	-	INVESTIGATE		
DIV	tfrrs	67365	None	42	-11.9	5.4	1447	na	na	-	INVESTIGATE		
DIV	tfrrs	44733	None	34	-11.9	3.6	1444	na	na	-	INVESTIGATE		
DIV	tfrrs	72013	None	25	-11.9	6.2	1438	na	na	-	INVESTIGATE		
DIV	tfrrs	47214	None	26	-11.9	7.1	1445	na	na	-	INVESTIGATE		
DIV	tfrrs	1051	None	14	-11.9	8.2	1407	na	na	-	INVESTIGATE		
DIV	anet	501975	1	24	-11.9	7.7	1428	na	na	-	INVESTIGATE		
DIV	anet	294417	1	48	-11.9	23.1	646	na	na	-	INVESTIGATE		
DIV	tfrrs	58268	None	25	-11.9	7.0	845	na	na	-	INVESTIGATE		
DIV	tfrrs	75746	None	27	-11.9	6.2	838	na	na	-	INVESTIGATE		
DIV	tfrrs	55845	None	47	-11.8	4.5	1456	na	na	-	INVESTIGATE		
DIV	tfrrs	35629	None	43	-11.8	4.5	1457	na	na	-	INVESTIGATE		
DIV	tfrrs	50285	None	42	-11.8	4.5	1445	na	na	-	INVESTIGATE		
DIV	tfrrs	32829	None	33	-11.8	4.1	1465	na	na	-	INVESTIGATE		
DIV	anet	520527	1	27	-11.8	6.3	1829	na	na	-	INVESTIGATE		
DIV	anet	374997	1	16	+13.4	11.0	1428	na	na	-	INVESTIGATE		
DIV	anet	86569	2	16	-11.8	15.5	1408	na	na	-	INVESTIGATE		
DIV	anet	504864	2	26	-11.8	6.6	1806	na	na	-	INVESTIGATE		
DIV	tfrrs	30721	None	35	-11.8	10.1	1442	na	na	-	INVESTIGATE		
DIV	tfrrs	18654	None	84	-11.8	4.5	1434	na	na	-	INVESTIGATE		
DIV	tfrrs	46200	None	15	-11.8	3.7	1452	na	na	-	INVESTIGATE		
DIV	tfrrs	49519	None	36	-11.8	6.2	1445	na	na	-	INVESTIGATE		
DIV	tfrrs	3320	None	15	-11.8	5.0	2945	na	na	-	INVESTIGATE		
DIV	tfrrs	10115	None	21	+13.4	20.5	648	na	na	-	INVESTIGATE		
DIV	anet	27590	1	12	-11.8	3.1	1421	na	na	-	INVESTIGATE		
DIV	anet	99726	1	19	-11.8	4.4	1814	na	na	-	INVESTIGATE		
DIV	tfrrs	37970	None	51	-11.8	9.1	1467	na	na	-	INVESTIGATE		
DIV	anet	249942	1	41	-11.8	6.3	1849	na	na	-	INVESTIGATE		
DIV	anet	521112	2	12	-11.8	17.9	3044	na	na	-	INVESTIGATE		
DIV	anet	297336	1	13	-11.8	9.3	640	na	na	-	INVESTIGATE		
DIV	tfrrs	8245	None	34	-11.8	6.6	1438	na	na	-	INVESTIGATE		
DIV	tfrrs	18566	None	77	-11.8	5.6	1451	na	na	-	INVESTIGATE		
DIV	tfrrs	83944	None	26	-11.8	6.8	1433	na	na	-	INVESTIGATE		
DIV	tfrrs	38059	None	18	-11.8	4.5	1475	na	na	-	INVESTIGATE		
DIV	tfrrs	3413	None	20	-11.8	4.7	1436	na	na	-	INVESTIGATE		
DIV	tfrrs	15549	None	12	-11.8	7.4	1038	na	na	-	INVESTIGATE		
DIV	tfrrs	76652	None	53	-11.8	5.3	1439	na	na	-	INVESTIGATE		
DIV	tfrrs	51717	None	26	-11.8	7.0	1445	na	na	-	INVESTIGATE		
DIV	anet	287555	1	19	-11.8	4.1	1834	na	na	-	INVESTIGATE		
DIV	tfrrs	7137	None	47	-11.8	10.3	1426	na	na	-	INVESTIGATE		
DIV	tfrrs	35682	None	15	-11.8	5.0	1448	na	na	-	INVESTIGATE		
DIV	tfrrs	44362	None	32	-11.8	6.8	1452	na	na	-	INVESTIGATE		
DIV	anet	614817	4	18	-11.7	5.2	1808	na	na	-	INVESTIGATE		
DIV	anet	50213	1	16	-11.7	10.3	627	na	na	-	INVESTIGATE		
DIV	anet	83674	1	82	+13.3	6.4	1409	na	na	-	INVESTIGATE		
DIV	tfrrs	49115	None	58	-11.7	4.4	1445	na	na	-	INVESTIGATE		
DIV	tfrrs	10274	None	203	-11.7	5.9	1438	na	na	-	INVESTIGATE		
DIV	tfrrs	25260	None	44	-11.7	5.7	1446	na	na	-	INVESTIGATE		
DIV	tfrrs	61433	None	46	-11.7	3.7	1453	na	na	-	INVESTIGATE		
DIV	anet	570581	1	37	-11.7	5.9	1808	na	na	-	INVESTIGATE		
DIV	anet	246125	1	24	-11.7	3.1	1842	na	na	-	INVESTIGATE		
DIV	tfrrs	14933	None	25	-11.7	5.5	3097	na	na	-	INVESTIGATE		
DIV	tfrrs	43536	None	59	-11.7	5.5	1444	na	na	-	INVESTIGATE		
DIV	anet	642528	1	86	-11.7	6.8	1816	na	na	-	INVESTIGATE		
DIV	tfrrs	65408	None	38	-11.7	7.9	1454	na	na	-	INVESTIGATE		
DIV	anet	133184	1	16	-11.7	11.4	1819	na	na	-	INVESTIGATE		
DIV	anet	520334	2	17	+13.2	9.9	1427	na	na	-	INVESTIGATE		
DIV	tfrrs	46018	None	36	-11.7	5.2	1445	na	na	-	INVESTIGATE		
DIV	tfrrs	61093	None	12	-11.7	4.2	1453	na	na	-	INVESTIGATE		
DIV	tfrrs	52557	None	30	-11.7	6.5	1456	na	na	-	INVESTIGATE		
DIV	tfrrs	28993	None	61	-11.7	11.2	1442	na	na	-	INVESTIGATE		
DIV	tfrrs	16984	None	41	-11.7	17.0	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	38667	None	15	-11.7	6.4	1475	na	na	-	INVESTIGATE		
DIV	tfrrs	8636	None	16	+13.2	15.2	1039	na	na	-	INVESTIGATE		
DIV	tfrrs	66872	None	12	-11.7	3.8	1451	na	na	-	INVESTIGATE		
DIV	anet	111609	1	16	-11.6	4.3	1384	na	na	-	INVESTIGATE		
DIV	tfrrs	49515	None	23	-11.6	3.8	1445	na	na	-	INVESTIGATE		
DIV	anet	166430	1	92	+13.2	3.4	1412	na	na	-	INVESTIGATE		
DIV	tfrrs	77331	None	15	-11.6	10.1	1459	na	na	-	INVESTIGATE		
DIV	tfrrs	49540	None	14	-11.6	5.3	1452	na	na	-	INVESTIGATE		
DIV	tfrrs	50741	None	27	-11.6	5.6	1445	na	na	-	INVESTIGATE		
DIV	anet	351837	1	30	-11.6	4.4	1839	na	na	-	INVESTIGATE		
DIV	tfrrs	82408	None	39	-11.6	3.2	1437	na	na	-	INVESTIGATE		
DIV	tfrrs	56989	None	29	-11.6	5.1	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	9304	None	15	-11.6	14.9	1432	na	na	-	INVESTIGATE		
DIV	anet	617257	1	12	+13.1	9.8	651	na	na	-	INVESTIGATE		
DIV	anet	156048	1	14	-11.6	3.1	632	na	na	-	INVESTIGATE		
DIV	tfrrs	43317	None	33	-11.6	5.3	670	na	na	-	INVESTIGATE		
DIV	tfrrs	54681	None	21	-11.6	5.2	657	na	na	-	INVESTIGATE		
DIV	tfrrs	44179	None	21	-11.6	5.8	1444	na	na	-	INVESTIGATE		
DIV	anet	460902	1	15	-11.6	14.2	1336	na	na	-	INVESTIGATE		
DIV	anet	365003	3	15	-11.6	12.0	659	na	na	-	INVESTIGATE		
DIV	tfrrs	3211	None	16	-11.6	3.5	1436	na	na	-	INVESTIGATE		
DIV	tfrrs	62127	None	16	-11.6	4.3	1455	na	na	-	INVESTIGATE		
DIV	anet	316128	2	12	+13.1	6.3	1324	na	na	-	INVESTIGATE		
DIV	tfrrs	1401	None	46	-11.6	4.2	637	na	na	-	INVESTIGATE		
DIV	anet	427317	1	26	-11.6	5.1	1837	na	na	-	INVESTIGATE		
DIV	tfrrs	22040	None	19	+13.1	13.6	649	na	na	-	INVESTIGATE		
DIV	anet	259411	1	37	-11.6	6.1	1430	na	na	-	INVESTIGATE		
DIV	anet	424077	1	16	-11.6	18.8	1427	na	na	-	INVESTIGATE		
DIV	tfrrs	6769	None	24	-11.6	3.8	1426	na	na	-	INVESTIGATE		
DIV	tfrrs	43966	None	40	-11.6	3.7	1444	na	na	-	INVESTIGATE		
DIV	tfrrs	2167	None	26	-11.6	12.0	1417	na	na	-	INVESTIGATE		
DIV	tfrrs	37414	None	107	-11.5	3.9	1450	na	na	-	INVESTIGATE		
DIV	anet	358033	1	42	-11.5	8.6	642	na	na	-	INVESTIGATE		
DIV	tfrrs	59720	None	18	+13.1	7.4	1433	na	na	-	INVESTIGATE		
DIV	anet	184600	1	36	-11.5	7.0	1824	na	na	-	INVESTIGATE		
DIV	anet	129554	2	18	-11.5	6.5	1333	na	na	-	INVESTIGATE		
DIV	tfrrs	61267	None	19	-11.5	10.9	1453	na	na	-	INVESTIGATE		
DIV	tfrrs	49375	None	48	-11.5	4.3	1050	na	na	-	INVESTIGATE		
DIV	tfrrs	63292	None	18	-11.5	6.1	1338	na	na	-	INVESTIGATE		
DIV	tfrrs	60087	None	33	-11.5	8.2	1453	na	na	-	INVESTIGATE		
DIV	anet	186382	4	18	-11.5	17.6	639	na	na	-	INVESTIGATE		
DIV	tfrrs	24567	None	30	-11.5	5.5	644	na	na	-	INVESTIGATE		
DIV	tfrrs	16875	None	42	-11.5	6.7	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	39724	None	30	-11.5	7.2	1450	na	na	-	INVESTIGATE		
DIV	anet	459201	1	20	-11.5	11.1	1418	na	na	-	INVESTIGATE		
DIV	anet	36596	1	12	-11.5	9.1	1036	na	na	-	INVESTIGATE		
DIV	tfrrs	17658	None	19	+13.0	7.1	646	na	na	-	INVESTIGATE		
DIV	tfrrs	48307	None	22	-11.5	5.4	1445	na	na	-	INVESTIGATE		
DIV	tfrrs	89044	None	15	-11.5	6.7	654	na	na	-	INVESTIGATE		
DIV	tfrrs	17084	None	24	-11.5	15.1	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	32719	None	20	-11.5	5.7	844	na	na	-	INVESTIGATE		
DIV	tfrrs	32941	None	93	-11.5	7.0	1465	na	na	-	INVESTIGATE		
DIV	anet	454201	1	48	-11.5	4.9	1830	na	na	-	INVESTIGATE		
DIV	anet	274950	1	55	-11.5	9.1	1850	na	na	-	INVESTIGATE		
DIV	anet	397866	1	29	+13.0	9.7	1435	na	na	-	INVESTIGATE		
DIV	tfrrs	27540	None	73	-11.5	4.9	1442	na	na	-	INVESTIGATE		
DIV	anet	328846	1	63	-11.5	5.5	1837	na	na	-	INVESTIGATE		
DIV	anet	650002	3	17	+12.9	11.6	652	na	na	-	INVESTIGATE		
DIV	tfrrs	43048	None	46	-11.5	4.2	1460	na	na	-	INVESTIGATE		
DIV	anet	69290	1	50	-11.5	7.2	626	na	na	-	INVESTIGATE		
DIV	tfrrs	32432	None	39	-11.4	2.8	1439	na	na	-	INVESTIGATE		
DIV	anet	584187	1	46	-11.4	5.6	1808	na	na	-	INVESTIGATE		
DIV	tfrrs	27036	None	38	-11.4	4.6	1446	na	na	-	INVESTIGATE		
DIV	tfrrs	33239	None	53	-11.4	5.6	670	na	na	-	INVESTIGATE		
DIV	tfrrs	13691	None	75	-11.4	5.6	1429	na	na	-	INVESTIGATE		
DIV	anet	144067	1	38	-11.4	7.8	1316	na	na	-	INVESTIGATE		
DIV	tfrrs	28998	None	30	-11.4	8.8	1451	na	na	-	INVESTIGATE		
DIV	tfrrs	52027	None	111	-11.4	5.4	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	27348	None	71	-11.4	4.5	1459	na	na	-	INVESTIGATE		
DIV	anet	282721	1	112	+12.9	5.9	1424	na	na	-	INVESTIGATE		
DIV	tfrrs	67376	None	38	-11.4	7.1	1453	na	na	-	INVESTIGATE		
DIV	tfrrs	19668	None	28	-11.4	10.9	1446	na	na	-	INVESTIGATE		
DIV	tfrrs	33016	None	20	-11.4	4.8	1465	na	na	-	INVESTIGATE		
DIV	anet	295531	1	24	-11.4	5.3	1437	na	na	-	INVESTIGATE		
DIV	tfrrs	78771	None	30	-11.4	5.4	1429	na	na	-	INVESTIGATE		
DIV	tfrrs	44651	None	18	-11.4	5.1	1444	na	na	-	INVESTIGATE		
DIV	tfrrs	37967	None	29	-11.4	4.6	1467	na	na	-	INVESTIGATE		
DIV	anet	596282	6	17	-11.4	3.4	1808	na	na	-	INVESTIGATE		
DIV	anet	402860	1	15	-11.4	11.0	646	na	na	-	INVESTIGATE		
DIV	tfrrs	44704	None	15	-11.4	6.3	1452	na	na	-	INVESTIGATE		
DIV	tfrrs	10440	None	29	-11.4	4.0	837	na	na	-	INVESTIGATE		
DIV	tfrrs	18049	None	20	-11.4	4.5	1443	na	na	-	INVESTIGATE		
DIV	tfrrs	44560	None	57	-11.4	5.4	1444	na	na	-	INVESTIGATE		
DIV	anet	168013	1	40	+12.8	5.2	1431	na	na	-	INVESTIGATE		
DIV	tfrrs	76617	None	94	-11.4	7.0	1439	na	na	-	INVESTIGATE		
DIV	anet	464195	1	29	-11.4	8.8	1420	na	na	-	INVESTIGATE		
DIV	tfrrs	61880	None	30	-11.4	14.8	1864	na	na	-	INVESTIGATE		
DIV	tfrrs	14719	None	101	-11.4	5.5	1327	na	na	-	INVESTIGATE		
DIV	anet	225955	1	29	+12.8	6.9	1435	na	na	-	INVESTIGATE		
DIV	tfrrs	69447	None	36	-11.3	7.6	1447	na	na	-	INVESTIGATE		
DIV	tfrrs	27539	None	68	-11.3	7.2	1442	na	na	-	INVESTIGATE		
DIV	tfrrs	49372	None	25	-11.3	3.6	1452	na	na	-	INVESTIGATE		
DIV	tfrrs	10398	None	50	-11.3	5.5	1455	na	na	-	INVESTIGATE		
DIV	tfrrs	44307	None	27	-11.3	5.7	654	na	na	-	INVESTIGATE		
DIV	tfrrs	86259	None	21	-11.3	9.7	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	15388	None	14	-11.3	5.9	1456	na	na	-	INVESTIGATE		
DIV	tfrrs	78165	None	33	-11.3	4.5	673	na	na	-	INVESTIGATE		
DIV	tfrrs	51047	None	54	-11.3	4.8	1445	na	na	-	INVESTIGATE		
DIV	tfrrs	18584	None	36	-11.3	4.6	1440	na	na	-	INVESTIGATE		
DIV	tfrrs	86455	None	19	+12.8	16.2	1417	na	na	-	INVESTIGATE		
DIV	anet	239227	1	81	+12.8	7.3	1430	na	na	-	INVESTIGATE		
DIV	anet	439550	1	72	-11.3	7.5	2868	na	na	-	INVESTIGATE		
DIV	tfrrs	48283	None	101	-11.3	5.1	1461	na	na	-	INVESTIGATE		
DIV	tfrrs	16570	None	60	-11.3	7.2	1442	na	na	-	INVESTIGATE		
DIV	anet	460774	1	154	-11.3	12.0	1839	na	na	-	INVESTIGATE		
DIV	tfrrs	76540	None	51	-11.3	5.7	847	na	na	-	INVESTIGATE		
DIV	tfrrs	78562	None	28	-11.3	6.2	1429	na	na	-	INVESTIGATE		
DIV	anet	579814	3	58	-11.3	4.7	1808	na	na	-	INVESTIGATE		
DIV	anet	110936	1	101	-11.3	6.6	1829	na	na	-	INVESTIGATE		
DIV	tfrrs	25634	None	25	-11.3	6.8	1436	na	na	-	INVESTIGATE		
DIV	tfrrs	85734	None	16	-11.3	5.0	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	46114	None	76	-11.3	5.7	1444	na	na	-	INVESTIGATE		
DIV	tfrrs	90399	None	38	-11.3	5.0	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	52555	None	19	-11.3	7.3	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	30174	None	31	-11.3	8.7	1442	na	na	-	INVESTIGATE		
DIV	tfrrs	50063	None	78	-11.3	5.0	1445	na	na	-	INVESTIGATE		
DIV	anet	154039	1	128	-11.3	5.3	1831	na	na	-	INVESTIGATE		
DIV	tfrrs	46370	None	19	-11.3	5.1	1452	na	na	-	INVESTIGATE		
DIV	tfrrs	79043	None	20	-11.3	5.8	1429	na	na	-	INVESTIGATE		
DIV	tfrrs	14905	None	63	-11.3	8.2	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	60986	None	25	-11.3	7.1	1453	na	na	-	INVESTIGATE		
DIV	anet	295322	1	16	-11.3	11.9	1425	na	na	-	INVESTIGATE		
DIV	tfrrs	50602	None	54	-11.3	5.6	1455	na	na	-	INVESTIGATE		
DIV	anet	374085	1	13	-11.3	6.0	659	na	na	-	INVESTIGATE		
DIV	anet	100880	1	21	-11.2	11.4	822	na	na	-	INVESTIGATE		
DIV	tfrrs	54858	None	31	-11.2	6.5	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	46476	None	59	-11.2	5.1	1431	na	na	-	INVESTIGATE		
DIV	anet	303578	1	74	-11.2	5.8	1834	na	na	-	INVESTIGATE		
DIV	anet	479927	1	23	-11.2	4.8	1831	na	na	-	INVESTIGATE		
DIV	anet	247315	1	16	-11.2	6.2	642	na	na	-	INVESTIGATE		
DIV	tfrrs	63669	None	13	-11.2	7.7	2919	na	na	-	INVESTIGATE		
DIV	tfrrs	35482	None	23	-11.2	7.6	1448	na	na	-	INVESTIGATE		
DIV	tfrrs	18083	None	43	-11.2	4.7	1434	na	na	-	INVESTIGATE		
DIV	anet	273243	1	77	-11.2	5.6	1832	na	na	-	INVESTIGATE		
DIV	tfrrs	51467	None	16	+12.6	3.4	1444	na	na	-	INVESTIGATE		
DIV	anet	130839	2	15	-11.2	4.1	649	na	na	-	INVESTIGATE		
DIV	tfrrs	19226	None	47	-11.2	4.7	1434	na	na	-	INVESTIGATE		
DIV	tfrrs	63754	None	14	-11.2	6.8	1350	na	na	-	INVESTIGATE		
DIV	anet	440503	1	25	-11.2	6.5	1879	na	na	-	INVESTIGATE		
DIV	tfrrs	38684	None	30	-11.2	11.8	671	na	na	-	INVESTIGATE		
DIV	tfrrs	77688	None	22	-11.2	11.4	1429	na	na	-	INVESTIGATE		
DIV	anet	83681	1	39	+12.6	2.6	1428	na	na	-	INVESTIGATE		
DIV	anet	443759	1	22	-11.2	3.5	1818	na	na	-	INVESTIGATE		
DIV	tfrrs	38796	None	49	-11.2	4.8	1458	na	na	-	INVESTIGATE		
DIV	tfrrs	73701	None	16	-11.2	3.2	1447	na	na	-	INVESTIGATE		
DIV	tfrrs	29775	None	67	-11.2	7.2	1442	na	na	-	INVESTIGATE		
DIV	tfrrs	83591	None	65	-11.2	4.4	656	na	na	-	INVESTIGATE		
DIV	tfrrs	17736	None	41	-11.2	8.2	1437	na	na	-	INVESTIGATE		
DIV	tfrrs	29013	None	52	-11.2	6.1	1431	na	na	-	INVESTIGATE		
DIV	anet	83456	1	96	+12.6	3.5	1419	na	na	-	INVESTIGATE		
DIV	anet	466927	1	17	-11.2	2.7	1818	na	na	-	INVESTIGATE		
DIV	tfrrs	84407	None	25	-11.2	6.8	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	45569	None	16	-11.2	3.0	1469	na	na	-	INVESTIGATE		
DIV	anet	234856	1	59	-11.2	9.1	1822	na	na	-	INVESTIGATE		
DIV	tfrrs	41225	None	29	-11.2	5.3	1458	na	na	-	INVESTIGATE		
DIV	tfrrs	52191	None	68	-11.2	6.3	1466	na	na	-	INVESTIGATE		
DIV	tfrrs	55099	None	39	-11.2	9.6	1431	na	na	-	INVESTIGATE		
DIV	anet	425842	1	13	-11.2	13.8	1431	na	na	-	INVESTIGATE		
DIV	anet	585435	2	14	-11.2	11.7	1013	na	na	-	INVESTIGATE		
DIV	tfrrs	45608	None	13	+12.6	20.2	1430	na	na	-	INVESTIGATE		
DIV	tfrrs	16301	None	74	-11.1	6.5	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	32517	None	17	-11.1	6.6	1457	na	na	-	INVESTIGATE		
DIV	anet	219721	3	26	-11.1	12.8	1038	na	na	-	INVESTIGATE		
DIV	tfrrs	11017	None	18	+12.5	28.2	1421	na	na	-	INVESTIGATE		
DIV	anet	480183	1	16	-11.1	4.1	1806	na	na	-	INVESTIGATE		
DIV	anet	205243	1	24	-11.1	4.6	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	68951	None	13	-11.1	9.2	1447	na	na	-	INVESTIGATE		
DIV	anet	252521	1	15	-11.1	3.1	1834	na	na	-	INVESTIGATE		
DIV	anet	495582	1	12	-11.1	6.1	1410	na	na	-	INVESTIGATE		
DIV	anet	639288	1	20	-11.1	22.6	1411	na	na	-	INVESTIGATE		
DIV	anet	519537	2	16	-11.1	5.4	654	na	na	-	INVESTIGATE		
DIV	tfrrs	61061	None	21	-11.1	8.6	1453	na	na	-	INVESTIGATE		
DIV	tfrrs	78322	None	12	-11.1	2.9	1429	na	na	-	INVESTIGATE		
DIV	anet	125551	1	95	+12.5	3.6	1431	na	na	-	INVESTIGATE		
DIV	tfrrs	8510	None	70	-11.1	4.5	1432	na	na	-	INVESTIGATE		
DIV	anet	438605	7	15	-11.1	7.7	2885	na	na	-	INVESTIGATE		
DIV	tfrrs	24032	None	39	-11.1	7.3	1436	na	na	-	INVESTIGATE		
DIV	anet	128960	1	18	-11.1	12.0	1025	na	na	-	INVESTIGATE		
DIV	tfrrs	16609	None	32	-11.1	4.2	1442	na	na	-	INVESTIGATE		
DIV	tfrrs	7354	None	13	-11.1	4.3	649	na	na	-	INVESTIGATE		
DIV	tfrrs	19185	None	135	-11.1	4.0	1333	na	na	-	INVESTIGATE		
DIV	tfrrs	10504	None	28	-11.1	6.7	1453	na	na	-	INVESTIGATE		
DIV	tfrrs	43189	None	26	-11.1	4.1	1469	na	na	-	INVESTIGATE		
DIV	anet	317339	7	14	+12.5	8.0	655	na	na	-	INVESTIGATE		
DIV	tfrrs	39584	None	51	-11.1	8.1	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	43939	None	47	-11.1	4.1	1452	na	na	-	INVESTIGATE		
DIV	tfrrs	10439	None	39	-11.1	4.8	1429	na	na	-	INVESTIGATE		
DIV	anet	272737	1	39	-11.1	6.0	1424	na	na	-	INVESTIGATE		
DIV	tfrrs	22531	None	63	-11.1	4.8	1436	na	na	-	INVESTIGATE		
DIV	tfrrs	84891	None	28	-11.1	3.6	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	33462	None	25	-11.1	5.0	663	na	na	-	INVESTIGATE		
DIV	tfrrs	51276	None	13	-11.1	3.5	655	na	na	-	INVESTIGATE		
DIV	tfrrs	30683	None	74	-11.1	6.2	1442	na	na	-	INVESTIGATE		
DIV	tfrrs	846	None	26	-11.1	7.0	1406	na	na	-	INVESTIGATE		
DIV	tfrrs	75989	None	26	-11.1	3.2	1447	na	na	-	INVESTIGATE		
DIV	tfrrs	7626	None	49	-11.1	6.3	1432	na	na	-	INVESTIGATE		
DIV	tfrrs	74425	None	26	-11.0	5.1	1431	na	na	-	INVESTIGATE		
DIV	anet	261794	1	24	-11.0	9.5	654	na	na	-	INVESTIGATE		
DIV	anet	478204	2	39	-11.0	33.4	657	na	na	-	INVESTIGATE		
DIV	anet	297085	1	29	+12.4	12.8	1437	na	na	-	INVESTIGATE		
DIV	anet	105118	1	22	-11.0	8.6	1427	na	na	-	INVESTIGATE		
DIV	tfrrs	62129	None	39	-11.0	4.1	1458	na	na	-	INVESTIGATE		
DIV	anet	235515	2	20	-11.0	4.3	3093	na	na	-	INVESTIGATE		
DIV	tfrrs	3335	None	26	-11.0	7.0	1442	na	na	-	INVESTIGATE		
DIV	tfrrs	10465	None	114	-11.0	6.4	1444	na	na	-	INVESTIGATE		
DIV	tfrrs	35827	None	37	-11.0	6.6	1346	na	na	-	INVESTIGATE		
DIV	anet	546744	1	15	-11.0	14.7	641	na	na	-	INVESTIGATE		
DIV	tfrrs	3131	None	12	-11.0	9.7	1426	na	na	-	INVESTIGATE		
DIV	tfrrs	50084	None	22	-11.0	8.5	1043	na	na	-	INVESTIGATE		
DIV	tfrrs	23195	None	29	-11.0	4.3	1436	na	na	-	INVESTIGATE		
DIV	anet	118143	1	154	-11.0	6.8	633	na	na	-	INVESTIGATE		
DIV	tfrrs	60644	None	31	-11.0	9.1	1453	na	na	-	INVESTIGATE		
DIV	tfrrs	24040	None	39	-11.0	10.0	1431	na	na	-	INVESTIGATE		
DIV	tfrrs	53576	None	115	-11.0	5.3	1466	na	na	-	INVESTIGATE		
DIV	anet	377432	1	26	-11.0	6.9	2371	na	na	-	INVESTIGATE		
DIV	tfrrs	62951	None	24	-11.0	5.2	3159	na	na	-	INVESTIGATE		
DIV	tfrrs	48986	None	51	-11.0	4.4	655	na	na	-	INVESTIGATE		
DIV	anet	579412	5	14	+12.4	11.0	651	na	na	-	INVESTIGATE		
DIV	tfrrs	26627	None	39	-11.0	6.9	1442	na	na	-	INVESTIGATE		
DIV	anet	620854	1	60	-11.0	6.4	1816	na	na	-	INVESTIGATE		
DIV	tfrrs	65097	None	66	-11.0	5.8	1474	na	na	-	INVESTIGATE		
