# kind	source	meet_id	div_id	n	c_pct	iqr_pct	d_eff	seasons_flagged	seasons_total	already	proposed	decision	target
# decision <- KEEP/OVERRIDE/DROP/GENDER ; target <- metres or M/F
# c_pct = whole-field spike vs each runner's OWN bracket
DIV	anet	90530	357385	53	-16.8	4.1	5028	1	7	-	INVESTIGATE		
DIV	tfrrs	18773	0	12	+20.2	13.8	5131	na	na	OVERRIDE	REGRESSION		
DIV	anet	108875	430571	86	-16.8	13.8	5034	4	24	-	INVESTIGATE		
DIV	anet	193525	816447	12	+20.2	10.2	2924	3	7	-	INVESTIGATE		
DIV	anet	79615	330021	77	-16.8	4.6	2870	6	7	-	PERSISTENT		
DIV	anet	201752	811228	25	+20.2	7.2	3141	11	14	OVERRIDE	REGRESSION		
DIV	anet	191492	773683	78	-16.8	6.6	3169	1	6	-	INVESTIGATE		
DIV	tfrrs	22017	2	27	-16.8	10.0	5000	na	na	-	INVESTIGATE		
DIV	anet	97488	388478	14	+20.2	4.2	4867	2	6	-	INVESTIGATE		
DIV	tfrrs	13575	5	156	-16.8	8.5	5060	na	na	-	INVESTIGATE		
DIV	anet	199237	798369	37	-16.8	13.1	1862	2	3	-	PERSISTENT		
DIV	tfrrs	25581	1	63	-16.8	14.5	5000	na	na	-	INVESTIGATE		
DIV	anet	13842	63594	15	+20.1	7.0	2384	2	7	-	INVESTIGATE		
DIV	tfrrs	4020	3	32	-16.8	2.9	4760	na	na	-	INVESTIGATE		
DIV	anet	136647	562199	31	+20.1	12.3	2888	1	14	-	INVESTIGATE		
DIV	anet	120478	484107	27	-16.8	6.7	3956	8	12	-	PERSISTENT		
DIV	anet	51187	218107	38	+20.1	10.7	2900	1	11	-	INVESTIGATE		
DIV	anet	100797	396537	47	+20.1	8.2	2277	4	24	-	INVESTIGATE		
DIV	anet	126375	510830	80	+20.1	5.7	6130	15	26	-	PERSISTENT		
DIV	anet	178870	731415	38	+20.1	3.8	3140	4	13	-	INVESTIGATE		
DIV	anet	240453	960621	18	+20.1	6.3	3083	2	7	-	INVESTIGATE		
DIV	anet	246680	978443	68	-16.7	7.5	1933	1	3	-	INVESTIGATE		
DIV	anet	246680	978444	52	-16.7	6.6	1926	1	3	-	INVESTIGATE		
DIV	anet	32049	139164	110	-16.7	6.2	3103	10	24	-	INVESTIGATE		
DIV	anet	162217	671891	42	-16.7	8.7	5064	6	10	-	PERSISTENT		
DIV	anet	60232	280594	46	-16.7	5.4	2891	1	2	-	INVESTIGATE		
DIV	anet	20589	91819	29	-16.7	5.1	2280	8	16	-	PERSISTENT		
DIV	anet	55419	236471	30	-16.7	9.4	1029	5	28	-	INVESTIGATE		
DIV	anet	265747	1062515	16	+20.1	5.9	1585	3	7	-	INVESTIGATE		
DIV	anet	209158	849693	82	+20.1	3.7	3135	1	11	-	INVESTIGATE		
DIV	anet	151275	627150	37	-16.7	9.9	5060	3	22	-	INVESTIGATE		
DIV	anet	157648	656953	22	-16.7	7.0	4877	1	14	-	INVESTIGATE		
DIV	tfrrs	14668	14	88	-16.7	6.5	5060	na	na	-	INVESTIGATE		
DIV	anet	239511	956666	79	-16.7	7.4	2872	2	11	-	INVESTIGATE		
DIV	anet	96703	385303	56	-16.7	4.2	4850	5	15	-	INVESTIGATE		
DIV	anet	193908	781091	21	-16.7	5.1	3140	3	5	-	PERSISTENT		
DIV	anet	222970	892044	18	-16.7	4.2	3077	5	7	-	PERSISTENT		
DIV	anet	156437	652110	102	-16.7	6.2	4873	1	24	-	INVESTIGATE		
DIV	anet	15707	72559	33	-16.7	9.2	1451	10	18	-	PERSISTENT		
DIV	anet	11120	51182	37	-16.7	6.2	3134	10	24	-	INVESTIGATE		
DIV	tfrrs	25932	0	21	-16.7	21.3	5000	na	na	-	INVESTIGATE		
DIV	anet	110223	436359	25	+20.0	8.6	2274	3	17	-	INVESTIGATE		
DIV	anet	37300	160929	15	-16.7	11.4	3122	3	17	-	INVESTIGATE		
DIV	anet	204881	821800	12	+20.0	6.3	4021	4	17	-	INVESTIGATE		
DIV	tfrrs	20849	0	42	-16.7	7.3	5071	na	na	-	INVESTIGATE		
DIV	anet	36674	158456	15	+20.0	3.6	5071	5	24	-	INVESTIGATE		
DIV	anet	144964	613581	112	+20.0	5.7	3121	7	20	-	INVESTIGATE		
DIV	anet	196735	797814	36	+20.0	5.6	1879	1	8	-	INVESTIGATE		
DIV	tfrrs	18289	0	23	-16.7	8.3	2986	na	na	-	INVESTIGATE		
DIV	anet	38244	164618	12	-16.7	13.8	5071	1	15	-	INVESTIGATE		
DIV	anet	182315	744488	25	-16.6	9.3	5122	1	4	-	INVESTIGATE		
DIV	anet	56556	241703	30	-16.6	6.5	5176	6	12	-	PERSISTENT		
DIV	tfrrs	22234	1	36	-16.6	4.6	5060	na	na	-	INVESTIGATE		
DIV	anet	198403	794872	24	-16.6	9.0	2924	2	6	-	INVESTIGATE		
DIV	anet	243452	971589	53	-16.6	6.5	2428	1	23	-	INVESTIGATE		
DIV	anet	156625	652834	20	+19.9	10.4	3123	1	2	-	INVESTIGATE		
DIV	anet	151178	626710	23	-16.6	8.6	2382	2	27	-	INVESTIGATE		
DIV	anet	161205	667706	25	-16.6	7.5	3134	4	15	-	INVESTIGATE		
DIV	anet	242916	985737	19	+19.9	12.0	3083	1	5	-	INVESTIGATE		
DIV	anet	66114	285905	83	-16.6	7.3	2921	4	20	-	INVESTIGATE		
DIV	anet	106511	420493	17	-16.6	6.0	2930	1	17	-	INVESTIGATE		
DIV	anet	102777	405951	18	+19.9	6.1	3087	2	6	-	INVESTIGATE		
DIV	anet	148276	617876	46	-16.6	6.4	5060	4	24	-	INVESTIGATE		
DIV	anet	144251	605751	81	-16.6	5.2	3122	3	15	-	INVESTIGATE		
DIV	tfrrs	24240	1	29	-16.6	6.0	5037	na	na	-	INVESTIGATE		
DIV	anet	136883	563766	17	-16.6	10.6	2261	3	15	-	INVESTIGATE		
DIV	anet	52274	222544	16	+19.8	6.5	2284	2	9	-	INVESTIGATE		
DIV	anet	127976	519524	30	-16.6	3.9	5043	1	4	-	INVESTIGATE		
DIV	anet	228015	909424	46	-16.6	10.4	5060	1	9	-	INVESTIGATE		
DIV	tfrrs	14145	1	60	-16.6	5.1	4872	na	na	-	INVESTIGATE		
DIV	anet	195619	785817	20	-16.6	7.4	2924	2	14	-	INVESTIGATE		
DIV	anet	108253	427877	16	-16.5	9.5	5193	3	26	-	INVESTIGATE		
DIV	anet	44794	191924	51	-16.5	3.5	5107	2	8	-	INVESTIGATE		
DIV	tfrrs	11903	0	42	-16.5	15.7	5051	na	na	-	INVESTIGATE		
DIV	anet	1081	5214	16	-16.5	5.5	2941	1	30	-	INVESTIGATE		
DIV	anet	62974	274207	25	-16.5	14.5	2874	1	11	-	INVESTIGATE		
DIV	anet	5956	35664	16	-16.5	46.0	3152	5	22	-	INVESTIGATE		
DIV	anet	87031	345145	82	-16.5	4.5	3956	1	19	-	INVESTIGATE		
DIV	anet	145089	609093	134	-16.5	7.8	3127	2	5	-	INVESTIGATE		
DIV	tfrrs	25930	11	24	-16.5	5.5	5000	na	na	-	INVESTIGATE		
DIV	tfrrs	11903	2	56	-16.5	8.0	5041	na	na	-	INVESTIGATE		
DIV	anet	205726	825018	32	-16.5	7.0	3159	4	13	-	INVESTIGATE		
DIV	anet	31612	137256	17	-16.5	7.7	5202	6	12	-	PERSISTENT		
DIV	anet	267953	1065007	45	+19.8	10.4	4919	1	9	-	INVESTIGATE		
DIV	anet	231417	923335	15	-16.5	15.1	3121	1	4	-	INVESTIGATE		
DIV	anet	41457	181271	12	+19.8	9.0	3118	3	43	-	INVESTIGATE		
DIV	anet	223286	893090	17	+19.8	4.0	2863	4	5	-	PERSISTENT		
DIV	anet	109424	433028	33	+19.8	8.5	3086	1	7	-	INVESTIGATE		
DIV	anet	162368	670891	13	-16.5	7.2	4877	4	18	-	INVESTIGATE		
DIV	anet	75587	303424	59	+19.8	7.9	3105	1	2	-	INVESTIGATE		
DIV	anet	109428	433044	131	-16.5	11.0	4859	5	15	-	INVESTIGATE		
DIV	anet	236734	946747	17	+19.8	7.7	3088	5	7	-	PERSISTENT		
DIV	anet	159948	664284	69	+19.8	6.3	2690	1	4	-	INVESTIGATE		
DIV	anet	84016	330204	16	+19.8	9.7	2870	2	4	-	PERSISTENT		
DIV	anet	107714	457927	13	-16.5	6.1	3107	3	13	-	INVESTIGATE		
DIV	anet	146278	652183	24	+19.8	8.7	2888	1	25	-	INVESTIGATE		
DIV	tfrrs	8254	0	57	-16.5	6.8	4779	na	na	-	INVESTIGATE		
DIV	anet	264082	1047594	13	+19.8	5.8	2841	1	14	-	INVESTIGATE		
DIV	tfrrs	24517	1	27	-16.5	11.0	5037	na	na	-	INVESTIGATE		
DIV	anet	53836	229065	15	-16.5	9.4	4869	3	37	-	INVESTIGATE		
DIV	anet	24938	116875	27	-16.5	7.6	2306	1	4	-	INVESTIGATE		
DIV	anet	27584	120105	56	-16.5	5.1	5112	15	26	-	PERSISTENT		
DIV	tfrrs	12416	4	26	-16.5	3.2	5041	na	na	-	INVESTIGATE		
DIV	anet	47171	201395	39	-16.5	6.1	5072	2	8	-	INVESTIGATE		
DIV	anet	27592	120121	301	-16.5	3.7	5112	1	22	-	INVESTIGATE		
DIV	tfrrs	10424	0	24	-16.5	6.0	5106	na	na	-	INVESTIGATE		
DIV	anet	25524	111733	25	-16.5	16.2	7614	10	18	-	PERSISTENT		
DIV	anet	47788	203941	43	+19.7	4.6	2887	2	16	-	INVESTIGATE		
DIV	anet	151171	626657	54	-16.5	5.4	2891	2	17	-	INVESTIGATE		
DIV	anet	28031	121999	41	-16.5	5.8	5112	1	5	-	INVESTIGATE		
DIV	anet	72887	296999	58	-16.5	3.7	2873	6	7	-	PERSISTENT		
DIV	anet	122023	501587	13	-16.5	3.5	1458	2	13	-	INVESTIGATE		
DIV	tfrrs	3724	6	58	-16.5	8.0	4760	na	na	-	INVESTIGATE		
DIV	anet	134499	550054	32	-16.5	6.0	3956	8	12	-	PERSISTENT		
DIV	tfrrs	24120	1	42	-16.5	12.9	5037	na	na	-	INVESTIGATE		
DIV	anet	144212	605540	46	+19.7	5.0	1777	5	24	-	INVESTIGATE		
DIV	anet	259399	1029967	70	+19.7	6.3	1818	5	13	OVERRIDE	REGRESSION		
DIV	anet	148545	646639	20	+19.7	6.7	5088	3	21	-	INVESTIGATE		
DIV	anet	183498	748237	25	-16.5	4.2	4047	1	2	-	INVESTIGATE		
DIV	anet	163334	674034	72	-16.5	7.1	3119	1	20	-	INVESTIGATE		
DIV	anet	153045	636030	32	+19.7	16.7	2888	1	11	-	INVESTIGATE		
DIV	tfrrs	11851	1	20	-16.5	5.9	4766	na	na	-	INVESTIGATE		
DIV	anet	241106	962610	124	-16.5	7.6	1448	2	3	-	PERSISTENT		
DIV	anet	52912	225229	34	-16.4	5.8	4301	2	14	-	INVESTIGATE		
DIV	anet	206794	828922	13	-16.4	13.2	3135	5	46	-	INVESTIGATE		
DIV	tfrrs	4086	0	41	-16.4	7.3	5034	na	na	-	INVESTIGATE		
DIV	anet	1294	6233	15	-16.4	13.8	4952	1	10	-	INVESTIGATE		
DIV	anet	107817	426089	14	-16.4	14.1	1429	1	10	-	INVESTIGATE		
DIV	anet	60253	258024	29	-16.4	6.6	2091	2	17	-	INVESTIGATE		
DIV	anet	194054	781458	39	-16.4	4.0	2383	4	12	-	INVESTIGATE		
DIV	tfrrs	13883	1	15	-16.4	16.7	1531	na	na	-	INVESTIGATE		
DIV	anet	149599	632920	12	-16.4	5.8	2292	2	17	-	INVESTIGATE		
DIV	anet	112191	458875	29	-16.4	4.8	2258	2	15	-	INVESTIGATE		
DIV	anet	43912	188986	28	-16.4	3.3	3980	1	2	-	INVESTIGATE		
DIV	anet	121319	487611	29	-16.4	6.4	2879	10	16	-	PERSISTENT		
DIV	anet	44312	190556	35	-16.4	2.6	5111	2	6	-	INVESTIGATE		
DIV	anet	259440	1030107	18	-16.4	4.1	1818	1	1	-	INVESTIGATE		
DIV	anet	136183	559489	16	-16.4	3.2	5041	2	30	-	INVESTIGATE		
DIV	tfrrs	19411	0	21	-16.4	17.1	5000	na	na	-	INVESTIGATE		
DIV	anet	267864	1064624	30	-16.4	3.5	2332	4	4	-	PERSISTENT		
DIV	anet	31042	134773	14	-16.4	7.4	5176	1	24	-	INVESTIGATE		
DIV	tfrrs	24762	1	14	-16.4	6.7	5037	na	na	-	INVESTIGATE		
DIV	anet	237574	949711	24	-16.4	10.3	4850	1	14	-	INVESTIGATE		
DIV	anet	138949	583826	13	-16.4	9.1	2275	1	8	-	INVESTIGATE		
DIV	anet	193820	786728	18	-16.4	14.7	5122	3	20	-	INVESTIGATE		
DIV	anet	26672	116245	32	+19.6	4.3	6213	1	6	-	INVESTIGATE		
DIV	anet	106511	420495	22	-16.4	5.3	2934	1	17	-	INVESTIGATE		
DIV	anet	261515	1038162	43	+19.6	8.1	1424	2	22	-	INVESTIGATE		
DIV	anet	163599	675087	61	-16.4	5.6	3119	1	4	-	INVESTIGATE		
DIV	anet	19122	113313	31	-16.4	7.8	2384	3	13	-	INVESTIGATE		
DIV	anet	28172	122576	23	-16.4	6.7	5112	3	9	-	INVESTIGATE		
DIV	anet	139340	578114	79	-16.4	4.5	3111	2	17	-	INVESTIGATE		
DIV	anet	26855	116912	59	+19.6	4.5	6213	1	1	-	INVESTIGATE		
DIV	anet	32585	141365	18	-16.4	4.6	2269	8	16	-	PERSISTENT		
DIV	tfrrs	20166	1	54	-16.4	8.0	5079	na	na	-	INVESTIGATE		
DIV	anet	16138	72231	13	-16.4	10.2	3155	1	7	-	INVESTIGATE		
DIV	anet	137493	566993	15	-16.4	10.9	3109	3	13	-	INVESTIGATE		
DIV	anet	167886	694533	39	-16.4	7.0	3119	1	15	-	INVESTIGATE		
DIV	anet	106645	436149	25	-16.4	11.8	2887	10	16	-	PERSISTENT		
DIV	anet	31840	168082	14	-16.4	4.2	2905	2	9	-	INVESTIGATE		
DIV	anet	241614	964131	57	-16.4	9.5	3088	1	10	-	INVESTIGATE		
DIV	anet	265316	1053299	42	+19.5	6.8	5000	1	1	-	INVESTIGATE		
DIV	anet	118498	475457	69	+19.5	3.3	5054	1	2	-	INVESTIGATE		
DIV	anet	203885	818550	23	-16.3	7.5	3149	1	3	-	INVESTIGATE		
DIV	anet	32646	141627	23	-16.3	6.1	2275	3	19	-	INVESTIGATE		
DIV	anet	214748	864530	31	-16.3	16.0	2270	2	3	-	PERSISTENT		
DIV	anet	100797	396538	51	+19.5	8.3	2259	4	24	-	INVESTIGATE		
DIV	anet	152291	632046	16	-16.3	8.4	2438	2	9	-	INVESTIGATE		
DIV	anet	149753	621607	46	-16.3	5.8	2888	1	19	-	INVESTIGATE		
DIV	tfrrs	4020	1	22	-16.3	5.2	4760	na	na	-	INVESTIGATE		
DIV	anet	190888	797062	108	-16.3	10.3	2311	6	9	-	PERSISTENT		
DIV	tfrrs	14668	4	46	-16.3	18.4	5088	na	na	-	INVESTIGATE		
DIV	anet	14985	67377	13	-16.3	13.3	2312	5	15	-	INVESTIGATE		
DIV	anet	57169	244739	47	+19.5	11.6	2874	6	11	-	PERSISTENT		
DIV	anet	22605	99647	116	-16.3	4.1	8375	1	7	-	INVESTIGATE		
DIV	tfrrs	24080	1	34	-16.3	8.4	5037	na	na	-	INVESTIGATE		
DIV	anet	5256	25276	39	-16.3	7.9	3132	10	24	-	INVESTIGATE		
DIV	tfrrs	24734	0	23	-16.3	13.3	5023	na	na	-	INVESTIGATE		
DIV	anet	196882	789391	26	-16.3	4.3	2376	1	4	-	INVESTIGATE		
DIV	anet	144283	605877	13	-16.3	8.5	2270	4	17	-	INVESTIGATE		
DIV	anet	34655	150410	24	-16.3	9.3	4178	2	17	-	INVESTIGATE		
DIV	anet	218716	875109	18	+19.5	9.4	3133	1	1	-	INVESTIGATE		
DIV	anet	3998	19501	14	+19.5	6.6	5107	1	3	-	INVESTIGATE		
DIV	anet	93219	368354	50	-16.3	9.3	2875	10	16	-	PERSISTENT		
DIV	anet	262590	1042031	14	+19.5	7.5	3065	1	1	-	INVESTIGATE		
DIV	anet	96538	384591	14	-16.3	3.8	2891	3	13	-	INVESTIGATE		
DIV	tfrrs	12416	0	16	-16.3	3.1	2879	na	na	-	INVESTIGATE		
DIV	tfrrs	20166	0	39	-16.3	6.8	5071	na	na	-	INVESTIGATE		
DIV	anet	139659	580025	20	+19.5	2.5	2888	2	15	-	INVESTIGATE		
DIV	anet	140140	582867	63	-16.3	3.6	5041	2	24	-	INVESTIGATE		
DIV	anet	78529	326730	14	-16.3	5.1	2277	8	16	-	PERSISTENT		
DIV	anet	251291	1013372	18	-16.3	6.2	2860	2	16	-	INVESTIGATE		
DIV	anet	148800	619004	73	+19.5	8.1	3102	1	10	-	INVESTIGATE		
DIV	anet	200382	805928	17	-16.3	7.8	3159	1	5	-	INVESTIGATE		
DIV	anet	221581	895415	36	-16.3	8.0	1053	2	23	-	INVESTIGATE		
DIV	anet	42963	185110	21	-16.3	5.1	5162	6	12	-	PERSISTENT		
DIV	anet	147573	631933	47	-16.3	10.7	2270	2	8	-	INVESTIGATE		
DIV	anet	201889	812019	61	+19.4	18.7	2934	4	21	-	INVESTIGATE		
DIV	anet	242176	976926	14	+19.4	4.5	3102	1	1	-	INVESTIGATE		
DIV	tfrrs	14011	0	27	-16.3	4.2	4861	na	na	-	INVESTIGATE		
DIV	anet	115268	460098	64	-16.3	4.1	3950	3	18	-	INVESTIGATE		
DIV	tfrrs	20389	0	59	-16.3	6.4	5071	na	na	-	INVESTIGATE		
DIV	anet	210391	841710	31	-16.3	5.3	3986	3	7	-	INVESTIGATE		
DIV	anet	263368	1045004	12	-16.3	14.2	2854	1	3	-	INVESTIGATE		
DIV	anet	196075	787088	14	-16.3	7.7	4938	1	17	-	INVESTIGATE		
DIV	anet	108902	430678	31	+19.4	11.1	3099	2	13	-	INVESTIGATE		
DIV	anet	96959	394333	55	-16.2	5.8	2874	6	7	-	PERSISTENT		
DIV	tfrrs	9177	1	55	-16.2	7.0	4730	na	na	-	INVESTIGATE		
DIV	tfrrs	6551	1	47	-16.2	4.6	4786	na	na	-	INVESTIGATE		
DIV	anet	252316	1006010	43	+19.4	11.0	3108	1	1	-	INVESTIGATE		
DIV	anet	156436	652108	148	-16.2	7.1	4873	1	24	-	INVESTIGATE		
DIV	tfrrs	8276	5	87	-16.2	6.0	4779	na	na	-	INVESTIGATE		
DIV	anet	10481	51505	17	-16.2	10.1	4921	6	11	-	PERSISTENT		
DIV	anet	227917	911377	20	-16.2	9.3	3112	1	4	-	INVESTIGATE		
DIV	anet	191492	773685	113	-16.2	4.5	3159	1	6	-	INVESTIGATE		
DIV	anet	249783	996843	23	-16.2	3.5	2349	1	2	-	INVESTIGATE		
DIV	anet	126010	508753	34	+19.4	9.1	3102	1	11	-	INVESTIGATE		
DIV	tfrrs	13856	3	17	-16.2	5.6	3124	na	na	-	INVESTIGATE		
DIV	anet	108733	429940	35	-16.2	5.2	1433	3	17	-	INVESTIGATE		
DIV	anet	123319	495766	49	-16.2	8.8	2879	8	37	-	INVESTIGATE		
DIV	anet	31612	137258	34	-16.2	3.7	5176	6	12	-	PERSISTENT		
DIV	anet	136163	573386	42	+19.3	9.3	3119	3	19	-	INVESTIGATE		
DIV	tfrrs	22859	1	14	-16.2	7.6	2913	na	na	-	INVESTIGATE		
DIV	tfrrs	20004	0	46	-16.2	9.5	5071	na	na	-	INVESTIGATE		
DIV	anet	136354	584291	45	-16.2	10.5	1850	1	9	-	INVESTIGATE		
DIV	anet	175415	720513	19	+19.3	3.5	2405	1	1	-	INVESTIGATE		
DIV	anet	96664	388942	12	-16.2	6.9	5056	4	10	-	INVESTIGATE		
DIV	anet	83518	337625	64	+19.3	5.3	2256	2	3	-	PERSISTENT		
DIV	anet	236973	947493	19	-16.2	10.6	1424	1	13	-	INVESTIGATE		
DIV	tfrrs	25877	1	17	-16.2	11.7	5000	na	na	-	INVESTIGATE		
DIV	anet	211291	844418	48	-16.2	17.4	2284	2	10	-	INVESTIGATE		
DIV	tfrrs	10647	2	68	-16.2	5.8	5055	na	na	-	INVESTIGATE		
DIV	anet	151275	627151	24	-16.2	22.4	2910	3	22	-	INVESTIGATE		
DIV	anet	229704	915839	18	-16.2	21.7	5039	2	3	-	PERSISTENT		
DIV	tfrrs	9389	4	38	-16.2	6.6	5077	na	na	-	INVESTIGATE		
DIV	anet	216724	865458	16	-16.2	8.8	5071	3	5	-	PERSISTENT		
DIV	anet	222648	890789	31	+19.3	8.3	3112	2	21	-	INVESTIGATE		
DIV	tfrrs	13502	1	29	-16.2	4.4	5088	na	na	-	INVESTIGATE		
DIV	anet	96703	385297	77	-16.2	5.7	4850	5	15	-	INVESTIGATE		
DIV	anet	60448	262533	55	-16.2	8.3	2425	5	15	-	INVESTIGATE		
DIV	anet	157748	669317	19	-16.1	3.8	3119	1	5	-	INVESTIGATE		
DIV	tfrrs	14146	0	33	-16.1	22.4	3195	na	na	-	INVESTIGATE		
DIV	anet	153044	636035	34	+19.3	6.2	2888	1	11	-	INVESTIGATE		
DIV	anet	237455	949387	41	+19.3	5.5	3108	4	26	-	INVESTIGATE		
DIV	tfrrs	26609	0	43	-16.1	4.9	5000	na	na	-	INVESTIGATE		
DIV	anet	222648	890790	20	+19.2	8.0	3121	2	21	-	INVESTIGATE		
DIV	anet	164978	681077	75	+19.2	11.2	2902	1	11	-	INVESTIGATE		
DIV	anet	148617	618739	13	-16.1	8.2	1467	2	14	-	INVESTIGATE		
DIV	tfrrs	8276	2	73	-16.1	5.3	4779	na	na	-	INVESTIGATE		
DIV	tfrrs	25871	1	38	-16.1	7.9	5000	na	na	-	INVESTIGATE		
DIV	anet	138970	575708	22	+19.2	6.7	2768	3	7	-	INVESTIGATE		
DIV	anet	2879	13701	12	-16.1	4.1	5142	1	3	-	INVESTIGATE		
DIV	anet	264841	1051048	19	+19.2	6.5	2745	1	7	-	INVESTIGATE		
DIV	anet	120478	484106	38	-16.1	5.1	3956	8	12	-	PERSISTENT		
DIV	anet	161205	667704	23	-16.1	8.4	5064	4	15	-	INVESTIGATE		
DIV	anet	43740	188275	14	+19.2	8.8	2629	1	2	-	INVESTIGATE		
DIV	anet	208870	862021	25	+19.2	6.5	1847	1	14	-	INVESTIGATE		
DIV	anet	198004	794046	54	-16.1	6.0	1862	3	18	-	INVESTIGATE		
DIV	anet	191976	775275	19	+19.2	6.7	2128	3	18	-	INVESTIGATE		
DIV	anet	221581	895413	48	-16.1	7.8	1035	2	23	-	INVESTIGATE		
DIV	anet	107567	425004	63	+19.2	7.2	5048	6	7	-	PERSISTENT		
DIV	anet	173614	738726	16	+19.2	6.7	3159	1	14	-	INVESTIGATE		
DIV	anet	200636	826749	12	+19.2	10.7	2924	2	21	-	INVESTIGATE		
DIV	anet	20832	120666	17	+19.2	6.2	2384	1	3	-	INVESTIGATE		
DIV	anet	20878	93081	45	-16.1	4.5	4674	1	9	-	INVESTIGATE		
DIV	anet	209158	849696	37	+19.2	4.9	3135	1	11	-	INVESTIGATE		
DIV	anet	240451	960615	24	+19.2	5.2	3088	2	7	-	INVESTIGATE		
DIV	tfrrs	19392	0	63	-16.1	7.3	5071	na	na	-	INVESTIGATE		
DIV	anet	120478	484109	25	-16.1	7.2	3958	8	12	-	PERSISTENT		
DIV	anet	48088	205152	17	-16.1	4.8	5057	3	19	-	INVESTIGATE		
DIV	tfrrs	3724	3	75	-16.1	7.5	4785	na	na	-	INVESTIGATE		
DIV	anet	81238	321922	93	+19.2	6.9	2870	3	18	-	INVESTIGATE		
DIV	anet	16759	74771	24	+19.2	7.8	2293	6	13	-	INVESTIGATE		
DIV	tfrrs	22164	0	40	-16.1	13.0	5039	na	na	-	INVESTIGATE		
DIV	anet	229623	926884	15	+19.2	4.1	2694	1	8	-	INVESTIGATE		
DIV	anet	222877	891655	34	-16.1	10.7	3102	2	13	-	INVESTIGATE		
DIV	tfrrs	11846	0	35	-16.1	15.2	4417	na	na	-	INVESTIGATE		
DIV	anet	48417	206484	90	-16.1	6.7	5072	3	11	-	INVESTIGATE		
DIV	tfrrs	19493	0	50	-16.1	8.2	5079	na	na	-	INVESTIGATE		
DIV	anet	32330	140288	22	-16.1	11.2	2886	4	6	-	PERSISTENT		
DIV	anet	118224	492693	46	+19.1	6.4	1251	4	13	-	INVESTIGATE		
DIV	anet	227649	908148	103	-16.1	8.1	1441	1	5	-	INVESTIGATE		
DIV	anet	102016	402127	13	+19.1	7.8	5056	1	7	-	INVESTIGATE		
DIV	anet	213603	852291	16	-16.1	12.4	5071	3	8	-	INVESTIGATE		
DIV	anet	223112	924349	39	-16.1	7.7	2270	2	21	-	INVESTIGATE		
DIV	anet	159032	660861	55	+19.1	8.7	1442	1	2	OVERRIDE	REGRESSION		
DIV	tfrrs	20013	1	41	-16.0	9.2	5079	na	na	-	INVESTIGATE		
DIV	tfrrs	16262	1	38	-16.0	4.9	4876	na	na	-	INVESTIGATE		
DIV	anet	195610	814009	14	-16.0	6.6	3161	1	8	-	INVESTIGATE		
DIV	anet	236373	945198	18	+19.1	2.9	672	7	21	-	INVESTIGATE		
DIV	anet	96872	385997	12	-16.0	8.9	3698	2	11	-	INVESTIGATE		
DIV	anet	118871	477140	25	-16.0	11.5	5043	2	9	-	INVESTIGATE		
DIV	anet	144964	613580	121	+19.1	8.4	3142	7	20	-	INVESTIGATE		
DIV	tfrrs	10534	2	12	-16.0	7.0	5043	na	na	-	INVESTIGATE		
DIV	anet	243452	971590	32	-16.0	5.6	2427	1	23	-	INVESTIGATE		
DIV	anet	215335	859308	25	-16.0	12.3	2900	1	13	-	INVESTIGATE		
DIV	anet	64058	296568	90	-16.0	8.3	2872	1	20	-	INVESTIGATE		
DIV	anet	43373	186941	97	-16.0	3.8	5071	1	28	-	INVESTIGATE		
DIV	tfrrs	12416	3	30	-16.0	6.4	5051	na	na	-	INVESTIGATE		
DIV	anet	8337	39124	16	-16.0	8.3	2289	2	27	-	INVESTIGATE		
DIV	tfrrs	22164	1	26	-16.0	14.6	5060	na	na	-	INVESTIGATE		
DIV	tfrrs	23475	2	100	-16.0	8.3	5000	na	na	-	INVESTIGATE		
DIV	anet	195194	784903	23	-16.0	9.1	1445	8	17	-	INVESTIGATE		
DIV	anet	241536	963854	45	-16.0	6.4	3087	2	6	-	INVESTIGATE		
DIV	tfrrs	13550	1	12	-16.0	5.3	8301	na	na	-	INVESTIGATE		
DIV	anet	269411	1071947	14	+19.1	11.5	3258	1	2	-	INVESTIGATE		
DIV	anet	253915	1014924	20	-16.0	9.9	2859	2	12	-	INVESTIGATE		
DIV	anet	32	1353	21	-16.0	5.3	5156	6	16	-	INVESTIGATE		
DIV	anet	227917	911379	21	-16.0	5.1	3121	1	4	-	INVESTIGATE		
DIV	anet	145005	608763	13	-16.0	2.4	2888	2	11	-	INVESTIGATE		
DIV	anet	146401	612860	112	+19.0	8.1	3119	6	22	-	INVESTIGATE		
DIV	anet	197887	809007	15	+19.0	2.8	4932	1	27	-	INVESTIGATE		
DIV	anet	148492	618399	28	+19.0	10.6	3123	2	13	-	INVESTIGATE		
DIV	anet	237795	950541	24	+19.0	8.0	3087	4	18	-	INVESTIGATE		
DIV	anet	241106	962611	107	-16.0	7.6	1434	2	3	-	PERSISTENT		
DIV	anet	175504	719491	23	-16.0	3.5	3159	1	24	-	INVESTIGATE		
DIV	tfrrs	22543	1	72	-16.0	2.9	5039	na	na	-	INVESTIGATE		
DIV	anet	110223	436360	18	+19.0	5.8	2258	3	17	-	INVESTIGATE		
DIV	anet	196087	788085	12	-16.0	4.5	5122	1	10	-	INVESTIGATE		
DIV	anet	225775	901834	16	-16.0	7.5	2360	3	12	-	INVESTIGATE		
