# tfrrs_meet	score	runner	location_id	gps_lat	gps_long	anet_course_name	tfrrs_location_raw
26495	1.00	0.67	37402	29.601206	-81.234146	Matanzas High School	Matanzas 3535 Old Kings Rd N Palm Coast, FL 32137
26487	1.00	0.50	33808	30.319841	-91.11818	LSU University Club Course	LSU P.O. Box 25095 Baton Rouge, LA 70894
26565	1.00	0.50	43554	30.482635	-81.6083	First Coast High School	@ First Coast HS Jacksonville, FL 32218
27164	1.00	0.50	20927	24.577541	-81.74571	Key West Golf Club	BP Key West, FL 33040
27259	1.00	0.50	47963	39.710392	-83.87941	Wilberforce University	Wilberforce University Wilberforce, OH
25565	1.00	0.25	23135	27.093899	-82.44062	Venice High School	Venice HS Venice, FL 34285
22715	1.00	0.50	18375	43.217888	-71.21111	Coe-Brown Northwood Academy	Coe-Brown Northwood Academy Coe-Brown Northwood Academy, NH 03261
9063	1.00	0.00	4706	38.87739	-76.94951	Fort Dupont Park	Fort Dupont Park Washington, DC 20002
10850	1.00	0.25	5892	36.096203	-94.16504	University of AR XC course	UA Agri Farms Fayetteville, AR 72701
24597	1.00	0.50	18375	43.217888	-71.21111	Coe-Brown Northwood Academy	Coe-Brown Northwood Academy Coe-Brown Northwood Academy, NH 03261
8609	1.00	0.50	381	40.792305	-89.579346	Detweiller Park	Detweiller Park Peoria, IL 61614
20460	1.00	0.50	31993	37.806698	-94.32333	City Of Nevada Golf Course	Frank E. Peters GC Nevada, MO 65211
10895	1.00	0.50	11207	40.170437	-80.23872	Washington & Jefferson College	Washington & Jefferson College Washington, PA 15301
25921	1.00	0.25	37859	26.33654	-81.43901	Ave Maria University	Ave Maria Ave Maria, FL
17231	1.00	0.00	3921	39.367878	-96.85915	Leonardville Golf Club	Leonardville Golf Course Leonardville, KS
25409	1.00	0.50	29574	28.84625	-82.34149	Inverness Middle School	Whispereing Pines Inverness , FL
9863	1.00	0.50	47133	38.954346	-95.2558	University of Kansas	Kansas Pavilions Valley Center, KS 67147
10803	1.00	0.50	7667	41.159893	-73.25755	Fairfield University	Fairfield University Fairfield, CT 06824
22714	1.00	0.50	18375	43.217888	-71.21111	Coe-Brown Northwood Academy	Coe-Brown Northwood Academy Coe-Brown Northwood Academy, NH 03261
23943	1.00	0.33	44973	30.177685	-93.21522	McNeese State University	McNeese State Lake Charles, LA 70605
26415	1.00	0.33	6610	38.321877	-86.14439	North Harrison High School	North Harrison High School 1070 Hwy 64 Ramsey, IN 47166
16363	1.00	0.50	33232	39.102215	-95.85569	Silver Lake HS	Silver Lake Jr. High Silver Lake, KS 66539
8302	1.00	0.50	807	35.217545	-111.632324	Buffalo Park	Buffalo Park Flagstaff, AZ 86001
16041	1.00	0.50	1745	30.536364	-97.62613	Old Settlers Park	Old Settlers Park Leander, TX
16297	1.00	0.50	2408	39.144947	-78.19719	Kernstown Battlefield	Kernstown Battlefield Kernstown, VA
25523	1.00	0.50	24774	27.22245	-81.875725	Morgan Park	Morgan Park 1710 East Gibson Street Arcadia, FL 33821
8650	1.00	0.50	43954	37.719143	-97.28994	Wichita State University	Cessna Activity Center 2301 E Douglas Ave Wichita, KS 67211
14391	1.00	0.00	19652	43.45102	-71.480225	Belmont High School	Belmont HS Woods Loop Belmont, NH 03220
13855	1.00	0.00	3697	37.50329	-97.48529	Clearwater High	Clearwater Middle School Clearwater, KS 67026
10813	1.00	0.50	35953	33.702656	-117.78155	Irvine High School	Irvine Park irvine, CA 92869
14931	1.00	0.67	11706	33.86483	-118.06529	Cerritos High School	Don Knabe Park Cerritos, CA 92373
15579	1.00	0.00	3697	37.50329	-97.48529	Clearwater High	Clearwater HS Clearwater, KS 67026
26359	1.00	0.25	5892	36.096203	-94.16504	University of AR XC course	Ox Bow Park 23033 CR 45 Goshen, AR 46516
22501	1.00	0.00	48865	43.154236	-71.547745	Bow High School	Bow High School Bow, NH
9853	1.00	0.00	3697	37.50329	-97.48529	Clearwater High	Clearwater Middle School Clearwater, KS 67026
15175	1.00	0.00	30751	36.507576	-87.20985	Sango Elementary	Eastland Green South Nine Golf Course 4674 Sango Rd Clarksville, TN 37403
8864	1.00	0.50	33365	41.917324	-88.086945	Camera Park	Camera Park Glendale Heights, IL 60478
7968	1.00	0.50	47133	38.954346	-95.2558	University of Kansas	Kansas Pavilions Valley Center, KS 67147
7949	1.00	0.00	3697	37.50329	-97.48529	Clearwater High	Clearwater Middle School Clearwater, KS 67026
11816	1.00	0.50	604	36.60497	-121.69301	Toro Park	Toro Park Salinas, CA 93924
12512	1.00	0.00	19652	43.45102	-71.480225	Belmont High School	Belmont HS Belmont, NH 03220
11702	1.00	0.00	3697	37.50329	-97.48529	Clearwater High	Clearwater HS Clearwater, KS 67026
18257	1.00	0.00	3697	37.50329	-97.48529	Clearwater High	Clearwater Middle School Clearwater, KS 67026
18149	1.00	0.50	20663	35.675716	-101.38823	Borger HS	EJ "Jeep" Webb Track Borger, TX 79007
18776	1.00	0.00	34957	35.751415	-83.964165	Maryville College Course	Maryville Cpllege Maryville, TN 37804
18388	1.00	0.00	28386	37.122948	-100.77485	Arkalon Park	Arkalon Park Liberal, KS
20665	1.00	0.00	8521	42.753513	-71.4958	Nashua High School South	Nashua South Nashua, NH 03063
