# tfrrs_meet	score	runner	location_id	gps_lat	gps_long	anet_course_name	tfrrs_location_raw
10357	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
10347	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
10369	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
10349	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
10354	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
10130	1.00	0.25	5892	36.096203	-94.16504	University of AR XC course	Venue Not Supplied City Not Supplied, AR
10131	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
6964	1.00	0.50	13636	40.096992	-75.073654	Lorimer Park	Lorimer Park Huntingdon Valley, PA 16802
18607	1.00	0.50	11173	42.712883	-73.20314	Williams College	Williams College Williamstown, MA
9241	1.00	0.50	24733	41.66931	-73.98069	Hudson Valley Sports Dome	Hudson Valley Sports Dome Milton, NY 11764
9933	1.00	0.50	12847	40.510086	-75.783424	Kutztown University Farm Course	Farm Course at Kutztown University Kutztown, PA 19530
14653	1.00	0.50	24983	39.843098	-88.974815	Millikin	Millikin 3915 West Main Street Decatur, IL 62522
20392	1.00	0.50	3565	26.273802	-80.174286	Tradewinds Park	Tradewinds Coconut Creek, FL 33073
10362	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
12952	1.00	0.25	24434	28.007912	-81.91145	Holloway Park	Holloway Park XC Course Lakeland, FL
10147	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
10226	1.00	0.00	48750	39.37761	-101.05286	Colby Community College	Colby Country Club Colby, KS 67701
20248	1.00	0.33	8206	39.01927	-76.759346	Bowie State University	Jericho Park 9510 Laurel Bowie Road Bowie, MD 20720
10150	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 33574
22882	1.00	0.25	31762	27.443476	-82.59333	Bayshore High School	Bayshore HS Bradenton, FL 34210
23606	1.00	0.00	46323	35.88128	-84.62003	Roane State Community College	Roane State Community College Harriman, TN
10797	1.00	0.50	1578	42.302826	-71.08769	Franklin Park	Franklin Park Boston, MA 02131
10532	1.00	0.00	46618	32.363544	0.0	Clinton High School	Millsaps College Clinton, MS 39209
8373	1.00	0.50	30796	38.102203	-84.55155	Masterson Station Park	Masterson Station Park Lexington, KY 40506
11748	1.00	0.50	9421	37.28538	-79.943756	Washington Park	Mary Washington Fredericksburg, VA
9495	1.00	0.50	26400	38.795097	-121.242004	Spring View MS	Johnson Spring View Park, Rocklin Rocklin, CA 95677
12076	1.00	0.33	24499	41.87157	-80.120804	Edinboro	Doug Watts Cross Country Course Edinboro, PA 16412
12147	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
12358	1.00	0.50	26962	31.467829	-100.50381	San Angelo State Park (South)	Angelo State University San Angelo, TX 76909
12368	1.00	0.00	43057	40.716686	-73.599396	Hofstra University	Hofstra University Hempstead, NY 11549
12366	1.00	0.00	43057	40.716686	-73.599396	Hofstra University	Hofstra University Hempstead, NY 11549
12660	1.00	0.50	46593	39.720432	-90.23117	Jacksonville Community Park	Community Park Jacksonville, IL 62650
22717	1.00	0.50	41230	43.728394	-71.32201	Castle in the Clouds	Moultonborough - Castle in the Clouds Castle-in-the-Clouds, NH
16444	1.00	0.50	27048	41.819794	-89.59744	Sauk Valley Community College	Sauk Valley Community College Campus Dixon, IL 61021
12939	1.00	0.00	18453	38.01275	-84.157364	Lykins Park	Lykins Park 1601 Mt. Sterling Rd. Winchester, KY 40391
11897	1.00	0.00	21112	47.931187	-97.009346	East Grand Forks	UND Cross Country Course Grand Forks, ND 58202
14903	1.00	0.50	25005	45.548637	-94.151535	St. Cloud State University	St. Cloud State St. Cloud, MN 56301
24109	1.00	0.50	45016	26.558119	-81.60188	East Lee County High School	East Lee County Lehigh, FL 33971
14166	1.00	0.50	24990	39.649876	-78.93456	Frostburg State University	Maplehurst Country Club Frostburg, MD 21532
14449	1.00	0.50	25016	42.7536	-78.821434	Hilbert	Hilbert College 5200 South Park Ave Hamburg, NY
18379	1.00	0.50	25642	26.242607	-98.24962	Soccer Complex	WTC Soccer Complex Snyder, TX 00000
17000	1.00	0.33	12893	41.18995	-85.19364	Carroll High School	FW Carroll MS Ft. Wayne, IN 46818
26021	1.00	0.33	27824	38.274853	-86.96517	Southridge High School	SouthRidge Huntingburg, IN 47542
26013	1.00	0.33	27824	38.274853	-86.96517	Southridge High School	Southridge Huntingburg, IN 47424
17144	1.00	0.50	26962	31.467829	-100.50381	San Angelo State Park (South)	Angelo State Cross Country Course San Angelo, TX 76904
13856	1.00	0.00	3697	37.50329	-97.48529	Clearwater High	Clearwater HS Clearwater, KS 67026
20508	1.00	0.25	46576	28.226686	-81.58783	Davenport High School	Davenport Davenport, FL 33837
16367	1.00	0.00	41160	42.185135	-71.29689	Medfield High School	Medfield Medfield, MA 02052
26662	1.00	0.33	2037	41.62897	-85.90609	Ox Bow Park	Ox Bow Park 23033 CR 45 Goshen, IN 46516
21891	1.00	0.67	18360	27.951035	-80.67617	Bayside High School	Bayside HS Palm Bay, FL
26586	1.00	0.50	43892	27.633774	-80.35194	South Beach Park	Pompano Municipal Pompano Beach, FL 33060
24861	1.00	0.25	34127	24.703672	-81.07782	Marathon High School	KWHS Golf Course Marathon, FL 33040
21898	1.00	0.50	20663	35.675716	-101.38823	Borger HS	Jeep Webb Borger, TX 79007
26461	1.00	0.50	7900	42.17055	-72.5471	Chicopee Memorial State Park	Chicopee Memorial Park Chicopee, MA 01002
20627	1.00	0.25	31762	27.443476	-82.59333	Bayshore High School	Bayshore HS Bradenton, FL 34210
25515	1.00	0.50	43892	27.633774	-80.35194	South Beach Park	Jensen Beach High School Jensen Beach, FL 34957
15160	1.00	0.00	21089	41.08151	-74.17462	Ramapo College	Ramapo College Mahwah, NJ 07430
8812	1.00	0.50	36217	35.47893	-80.88944	mcalpine	McAlpine Clreek Park Charlotte, NC 77843
26809	1.00	0.50	46458	29.369349	-82.45025	Williston Middle High School	Williston High School 427 West Noble Ave. Williston, FL 34769
24560	1.00	0.50	43461	28.376501	-80.699265	Merritt Island High School	Merritt Island Christian Merritt Island, FL
8011	1.00	0.50	24230	38.03065	-84.50397	University of Kentucky	Kentucky 3051 Leestown Road Lexington, KY 40511
26321	1.00	0.25	5892	36.096203	-94.16504	University of AR XC course	Winamac Community , AR
26318	1.00	0.50	47527	34.711975	-120.45653	The Mission Club	UC Santa Barbara Mission Club, Lompoc, CA 93106
26663	1.00	0.33	2037	41.62897	-85.90609	Ox Bow Park	Ox Bow Park 23033 CR 45 Goshen, IN 46516
15560	1.00	0.50	3383	26.36431	-80.11715	Boca Raton High School	South County Park Boca Raton, FL
16004	1.00	0.33	8206	39.01927	-76.759346	Bowie State University	Jericho Park 9510 Laurel Bowie Road Bowie, MD 20720
8616	1.00	0.20	7745	29.998566	-90.21482	Lafreniere Park	Lafreniere Park 3000 Downs Blvd. Metairie, LA 70003
8642	1.00	0.00	26789	41.8803	-71.54437	Smithfield High School	Bulldog Stadium 1150 Douglas Pike Smithfield, RI 02917
27218	1.00	0.20	4730	31.748972	-93.09788	Northwestern State University	Northwestern State University Natchitoches, LA 71497
18533	1.00	0.33	12893	41.18995	-85.19364	Carroll High School	FW Carroll MS Ft. Wayne, IN 46818
8487	1.00	0.50	24975	40.13486	-75.060295	Bryn Athyn	Bryn Athyn College XC Course Bryn Athyn, PA 19009
26121	1.00	0.50	35044	34.10063	-77.91091	Ashley HS	Ashley High School Wilmington, NC 28403
8561	1.00	0.00	6706	38.992332	-94.69774	Overland	SM Park Overland Park, KS 66219
22758	1.00	0.00	43979	36.302017	-82.29484	Milligan University	Milligan University Milligan University, TN 37682
26074	1.00	0.50	31059	38.988186	-85.62426	Muscatatuck Park	Muscatatuck State Park Muscatatuck Park North Vernon, IN 47265
9056	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15701
19494	1.00	0.25	31617	29.6446	-81.66956	Palatka High School	Palatka Palatka, FL
19731	1.00	0.33	24745	42.91676	-71.63467	Freestyle Farm	North Star Timing Freestyle Farm, Amherst, NH 03054
15239	1.00	0.50	37281	43.682137	-85.50746	Big Rapids High School	Kaatke Golf Course Big Rapids, MI 49307
18658	1.00	0.67	34133	28.599771	-82.55052	Weeki Wachee High School	Weeki Wachee Preseve Weeki Wachee, FL
8957	1.00	0.50	41002	31.569035	-84.14042	Albany State University	Albany State University Albany, GA 31705
17837	1.00	0.50	12452	37.27369	-107.871185	Fort Lewis College	Fort Lewis 2300 Rim Drive Durango, CO 81301
8261	1.00	0.50	20405	30.440311	-97.80684	Spicewood Golf Course 	Balcones-Spicewood Springs Course -Austin,TX Austin, TX 78750
18813	1.00	0.50	46593	39.720432	-90.23117	Jacksonville Community Park	IC Campus Jacksonville, IL 61761
22092	1.00	0.00	23061	43.46084	-85.95441	Fremont MS	Fremont 1 Squire Drive Fremont, MI 49412
15957	1.00	0.67	5633	40.891476	-81.10237	Silver Park	Silver Creek Metropark CC Trails Norton, OH 44325
9777	1.00	0.33	8729	37.210857	-80.45935	Blacksburg HS XC Course 	Buford Meredith Cross Country Course Blacksburg, VA 24061
18932	1.00	0.50	1289	37.84502	-90.48249	Mineral Area College	Mineral Area College Park Hills, MO
15187	1.00	0.67	46322	30.41024	-91.18571	Louisiana State University	Ward 3 Rec: Enos Darbonne Sports Complex Lake Street Louisiana, LA 70605
14552	1.00	0.00	41160	42.185135	-71.29689	Medfield High School	Medfield Medfield, MA 02052
12853	1.00	0.50	39373	39.942837	-82.890976	Columbus	Columbus State Community College Delaware Delware, OH 43015
9313	1.00	0.25	5892	36.096203	-94.16504	University of AR XC course	Venue Not Supplied City Not Supplied, AR
26629	1.00	0.25	31762	27.443476	-82.59333	Bayshore High School	Bayshore HS Bradenton, FL 34210
20036	1.00	0.25	46576	28.226686	-81.58783	Davenport High School	Davenport HS Davenport, FL 33837
26610	1.00	0.00	28573	42.93188	-70.83152	Winnacunnet High School	Winnacunnet High School Alumni Drive Hampton, NH 03842
10597	1.00	0.50	38703	36.259163	-83.27628	Cherokee Park	Cherokee Farms Knoxville, TN 00000
14730	1.00	0.50	19690	37.466743	-81.06001	Pipestem State Park	Pipestem State Park 3405 Pipestem Drive Pipestem, WV 25979
18421	1.00	0.25	5892	36.096203	-94.16504	University of AR XC course	UARM Cross Country Course Mena, AR
13117	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park 1 Overlook Dr Pittsburgh, PA 15213
23090	1.00	0.25	22872	29.073198	-82.089485	Belleview HS	Belleview Belleview, FL
12850	1.00	0.50	37159	34.97914	-81.87905	Spartanburg HS	Milliken Park Spartanburg, SC 29301
12806	1.00	0.33	28574	32.87974	-79.78485	Park West Recreation Complex	Recreation Fields Course 3000 Downs Blvd. Conway, SC 29526
8260	1.00	0.50	20405	30.440311	-97.80684	Spicewood Golf Course 	Balcones-Spicewood Springs Course 11210 Spicewood Club Drive Austin, TX 78750
8637	1.00	0.50	2966	33.20749	-97.15259	UNT Golf Course	UNT Cross Country Course Denton, TX 76203
9943	1.00	0.00	21787	39.421665	-76.701294	Stevenson University	Stevenson Stevenson, MD 21153
15578	1.00	0.00	3697	37.50329	-97.48529	Clearwater High	Clearwater Middle School Clearwater, KS 67026
22510	1.00	0.33	12893	41.18995	-85.19364	Carroll High School	FW Carroll MS Ft. Wayne, IN 46818
10066	1.00	0.67	2789	29.357883	-98.44898	San Antonio State School	San Antonio State School San Antonio, TX
1021	1.00	0.00	23061	43.46084	-85.95441	Fremont MS	RB Fremont, MI 49412
18398	1.00	0.50	25642	26.242607	-98.24962	Soccer Complex	WTC Soccer Complex Snyder, TX 00000
24603	1.00	0.67	22217	43.059177	-70.76607	Portsmouth High School	Portsmouth Christian High School Portsmouth, NH 03820
9279	1.00	0.33	6515	41.676914	-71.29853	Colt State Park	Colt State Park Route 114 Hope Street Bristol, RI 02809
970	1.00	0.00	23061	43.46084	-85.95441	Fremont MS	Fremont 907 First NH Turnpike Fremont, MI 49412
24240	1.00	0.67	43186	40.468525	-86.31476	The Valley	Camp Sycamore Valley Lafayette, IN 46065
1041	1.00	0.50	47541	33.38955	-111.87354	Mesa Community College	Mesa Thunderbird Cross Country Classic , AZ
1086	1.00	0.50	33658	44.36751	-89.84122	Tri City Golf Course	Tri-Metro CC Championships Marquette, WI 49855
1050	1.00	0.00	23061	43.46084	-85.95441	Fremont MS	RB 24 Cavalier Court Fremont, MI 49412
1037	1.00	0.33	7592	42.925426	-72.28034	Keene State College	Keene High School 43 Arch St. Keene, NH 03431
9014	1.00	0.33	24803	37.449055	-79.19688	Humankind	HumanKind Campus 151 Linden Avenue Lynchburg, VA 24503
7679	1.00	0.50	31803	43.0528	-75.405975	Hamilton College	Hamilton College Cross-Country Course 2400 N Gemini Rd Clinton, NY 13323
7200	1.00	0.00	10129	38.34286	-81.83919	Meadowood Park	Meadowood Soccer Complex Tornado, WV 25202
8372	1.00	0.33	29075	19.727728	-155.06447	Naniloa Golf Course	Naniloa Golf Course Hilo, HI 12345
8859	1.00	0.67	3878	34.165054	-118.16703	Rose Bowl	Pasadena Rose Bowl Pasadena, CA 90210
8777	1.00	0.50	10270	40.1121	-75.13146	Abington HS	Penn State Abington Cross-Country Course Huntington Valley, PA 19006
8844	1.00	0.00	8206	39.01927	-76.759346	Bowie State University	Jericho Park Bowie, MD 20717
8545	1.00	0.25	5892	36.096203	-94.16504	University of AR XC course	Venue Not Supplied City Not Supplied, AR
8518	1.00	0.00	48750	39.37761	-101.05286	Colby Community College	Colby Country Club Colby, KS 67701
9232	1.00	0.33	46155	40.819893	-73.59522	LIU Post	LIU Post Brookville, NY 11764
7938	1.00	0.50	12291	27.944815	-82.21917	SYDNEY DOVER TRAILS	Sydney Dover Trails, FL Valrico, FL 33594
7846	1.00	0.67	3878	34.165054	-118.16703	Rose Bowl	Pasadena Rose Bowl pasadena, CA 91103
7966	1.00	0.50	47133	38.954346	-95.2558	University of Kansas	Kansas Pavilions Valley Center, KS 67147
10783	1.00	0.50	7613	42.3163	-72.64031	Smith College	Smith College 106 Village Street Northampton, MA
8941	1.00	0.50	24975	40.13486	-75.060295	Bryn Athyn	Bryn Athyn Cross-Country Course Bryn Athyn, PA
8995	1.00	0.40	8935	37.649803	-84.76682	Danville High School	Admiral Stadium XC Course Danville, KY 40422
8278	1.00	0.50	48130	41.374775	-83.65132	Bowling Green	Bowling Green, OH 43403
10368	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
10406	1.00	0.50	5860	40.51741	-89.00466	Weibring Golf Club	Weibring Golf Course Normail, IL 61790
10363	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
9087	1.00	0.50	8585	43.177845	-71.82144	New England College	New England College HENNIKER, NH
8370	1.00	0.67	44077	30.027313	-90.06801	The University of New Orleans	UNO New Orleans, LA 70122
8355	1.00	0.50	21787	39.421665	-76.701294	Stevenson University	Stevenson University 1525 Greenspring Valley Rd Stevenson, MD 21153
11931	1.00	0.00	21787	39.421665	-76.701294	Stevenson University	Stevenson XC Course Stevenson, MD 21153
9287	1.00	0.50	10806	39.176365	-89.47285	Hillsboro Country Club	Hillsboro Golf Course Hillsboro, IL 63132
9292	1.00	0.50	26835	38.39861	-76.50691	Jefferson Patterson Park	Jefferson Patterson Park & Museum St. Leonard, MD 20685
7955	1.00	0.00	7751	31.282324	-89.31667	Tatum Park	Tatum Park Hattisburg, MS 39401
11204	1.00	0.50	1578	42.302826	-71.08769	Franklin Park	Franklin Park Boston, MA 02131
11132	1.00	0.33	7682	40.02803	-75.57157	Immaculata University	Immaculata Cross Country Course Malvern, PA 19345
8171	1.00	0.67	17497	38.86936	-99.29585	Hays High School	Sand Plum Hays, KS 67601
8183	1.00	0.50	30866	64.87718	-147.81714	Fairbanks Golf Course	Alaska Fairbanks Fairbanks, AK 99795
13857	1.00	0.67	39945	28.981434	-98.02491	Falls City HS	Camp Perkins Boy Scouts of America Wichita Falls, TX 76305
8933	1.00	0.50	7930	42.965492	-76.07161	Jamesville Beach County Park	Jamesville Beach State Park Jamesville, NY 13502
12136	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
12430	1.00	0.00	40612	43.758293	-71.673996	Holderness School	ALLWell North Holderness, NH 03245
13076	1.00	0.00	41160	42.185135	-71.29689	Medfield High School	Medfield Medfield, MA 02052
16690	1.00	0.50	1578	42.302826	-71.08769	Franklin Park	Franklin Park Boston, MA 02131
12045	1.00	0.75	44077	30.027313	-90.06801	The University of New Orleans	New Orleans Lakefront City Not Supplied, LA
14458	1.00	0.67	11706	33.86483	-118.06529	Cerritos High School	Don Knabe Park Cerritos, CA 92373
10854	1.00	0.00	10129	38.34286	-81.83919	Meadowood Park	Meadowood Park Tornado, WV 25202
12303	1.00	0.50	7974	46.830853	-96.92033	West Fargo Course	Rose Creek Golf Course Fargo, ND 58102
14876	1.00	0.50	26962	31.467829	-100.50381	San Angelo State Park (South)	Angelo State Cross Country Course San Angelo, TX 76904
11933	1.00	0.33	27047	40.53415	-77.97826	Standing Stone Golf Club	Standing Stone Golf Course Huntingdon, PA 99999
11910	1.00	0.50	24320	41.50434	-81.60838	Case Western 	Case Western Cleveland, OH 44106
15428	1.00	0.33	34622	40.41394	-79.88964	Carrie Blast Furnace	Carrie Blast Furnace Rankin, PA 15260
15422	1.00	0.50	31542	41.497974	-81.37423	Laurel School Butler Campus	Butler Campus - Laurel School Butler Campus-Laurel School- 7420 Fairmount Rd Novelty, OH 44072
14347	1.00	0.33	28574	32.87974	-79.78485	Park West Recreation Complex	Hackler Course (college) and Recreation Fields (HS) 3000 Downs Blvd. Conway, SC 29526
15778	1.00	0.33	3346	41.42592	-85.58168	West Noble High School	West Noble Schools Ligonier, IN
15886	1.00	0.25	18155	46.904213	-117.34572	Colfax Golf Club	Colfax Golf Club Colfax, WA 99163
15096	1.00	0.50	39945	28.981434	-98.02491	Falls City HS	Wee-Chi-Tah Mtn. Bike Trail 111. N. Burnett Wichita Falls, TX 76310
13229	1.00	0.00	21112	47.931187	-97.009346	East Grand Forks	UND Cross Country Course Grand Forks, ND 58202
13207	1.00	0.50	16639	48.41268	-123.36312	Beacon Hill Park	Beacon Hill Park XC Course Victoria, BC
13450	1.00	0.50	17140	33.105614	-97.00047	Westlake Park	Westlake TX Austin, TX 78746
15848	1.00	0.50	40021	36.84278	-98.65925	Alva Golf Club	Alva Golf & Country Club Alva, OK 73717
12714	1.00	0.00	28386	37.122948	-100.77485	Arkalon Park	Arkalon Park Liberal, KS
13160	1.00	0.50	8386	33.575787	-102.36285	South Plains College Complex	South Plains College Track Levelland, TX 79336
13130	1.00	0.50	19690	37.466743	-81.06001	Pipestem State Park	Pipestem State Park 3405 Pipestem Drive Pipestem, WV 25979
15969	1.00	0.50	10621	38.713753	-85.460236	Hanover College	Hanover Cross Country Course Hanover, IN 47374
15925	1.00	0.50	19882	31.616037	-94.64393	Pecan Park	Pecan Park 712 Hayter St Nacogdoches, TX 75961
14206	1.00	0.75	4503	41.864704	-84.34679	Hudson HS	South Course @ Hudson Mills Metropark Dexter, MI 48130
14200	1.00	0.50	18247	40.321182	-79.37948	St. Vincent College	St. Vincent City Not Supplied, PA
13767	1.00	0.00	21787	39.421665	-76.701294	Stevenson University	Stevenson University Stevenson, MD 21153
15645	1.00	0.50	7974	46.830853	-96.92033	West Fargo Course	Rose Creek Golf Course Fargo, ND 58105
15650	1.00	0.25	7640	40.912376	-73.12339	Stony Brook University	Stony Brook University Stony Brook Stony Brook, NY 11764
15060	1.00	0.50	7782	34.33053	-82.39056	Erskine College	Erskine College 20 North Main St Due West, SC 29639
14913	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park, Pittsburgh, PA Pittsburgh, PA 15222
15353	1.00	0.67	3555	33.554695	-84.31062	Mount Zion High School	Mount Zion Baptist Church 7102 Mt Zion Blvd Jonesboro, GA 30236
15323	1.00	0.75	4503	41.864704	-84.34679	Hudson HS	Hudson Mills Metropark 8801 N Territorial Rd Dexter, MI 48103
15338	1.00	0.50	37159	34.97914	-81.87905	Spartanburg HS	Milliken 920 Milliken Rd Spartanburg, SC 29303
16060	1.00	0.67	24834	35.04563	-85.30968	Chattanooga	Camp Jordan 323 Camp Jordan Parkway Chattanooga, TN 37412
16077	1.00	0.00	43979	36.302017	-82.29484	Milligan University	Milligan College Milligan College, TN 37682
16282	1.00	0.50	11131	38.88255	-80.85414	Cedar Creek State Park	Cedar Creek State Park 200 High St. Glenville, WV 26351
16306	1.00	0.50	3443	40.27217	-76.858406	Reservoir Park	Reservoir Park York, PA 17403
16223	1.00	0.50	31910	44.58921	-75.16088	St. Lawrence University	St. Lawrence Univeristy Canton, NY 13617
20486	1.00	0.25	31762	27.443476	-82.59333	Bayshore High School	Bayshore HS Bradenton, FL 34210
14100	1.00	0.00	19652	43.45102	-71.480225	Belmont High School	Belmont HS Belmont, NH 03220
17645	1.00	0.50	35849	37.97085	-122.51362	San Rafael High School	Dominican University XC Course San Rafael, CA
17625	1.00	0.50	35849	37.97085	-122.51362	San Rafael High School	Dominican Home Course San Rafael, CA
15426	1.00	0.50	9421	37.28538	-79.943756	Washington Park	Mary Washington Fredericksburg, VA
15127	1.00	0.50	41002	31.569035	-84.14042	Albany State University	Albany State University Albany, GA 31701
15055	1.00	0.50	6225	40.759457	-74.18117	Branch Brook Park	Branch Brook Park, Newark Newark, NJ 07102
19095	1.00	0.50	37274	43.521767	-84.69054	Shepherd High School	Shepherd High School 321 S 4th St. Shepherd, MI 48883
19085	1.00	0.33	7665	41.559277	-75.60502	Lakeland HS	Lakeland High School Montdale, PA
19116	1.00	0.50	36034	40.56844	-80.01433	La Roche University	La Roche University Pittsburgh, PA
15847	1.00	0.50	37969	43.41312	-71.9764	Colby-Sawyer College	Colby-Sawyer College New London, NH 03257
15972	1.00	0.33	24499	41.87157	-80.120804	Edinboro	Edinboro Universtiy Edinboro, PA 16412
15983	1.00	0.50	43954	37.719143	-97.28994	Wichita State University	Cessna Activity Wichita, KS 67218
16437	1.00	0.50	47335	32.261063	-110.85135	Tucson Country Club	Silverlake Park 2420 S Kino Pkwy Tucson, AZ 85713
22504	1.00	0.00	48865	43.154236	-71.547745	Bow High School	Bow High School , NH
18896	1.00	0.50	6225	40.759457	-74.18117	Branch Brook Park	Branch Brook Park Branch Brook Park Newark, NJ 07104
18347	1.00	0.33	33105	45.232105	-112.612015	Beaverhead Golf Course	Beaverhead Golf Course Dillon, MT
19365	1.00	0.25	46686	28.62417	-81.179756	Hagerty High School	Hagerty High School Oviedo, FL 32765
21137	1.00	0.50	27048	41.819794	-89.59744	Sauk Valley Community College	Sauk Valley Community College Campus Dixon, IL 61021
13662	1.00	0.00	38560	38.90756	-76.9545	Kenilworth Park	Kenilworth Park Washington, DC 20019
13715	1.00	0.50	37969	43.41312	-71.9764	Colby-Sawyer College	Colby-Sawyer College New London, NH 03257
19712	1.00	0.50	44947	38.51225	-90.27961	Jefferson Barracks Park	Jefferson Barracks Park St. Louis, MO 63125
19544	1.00	0.67	18360	27.951035	-80.67617	Bayside High School	Bayside HS Palm Bay, FL
20763	1.00	0.25	46230	29.993933	-81.67655	Spring Park	Springstead Spring Hill, FL
20275	1.00	0.50	3565	26.273802	-80.174286	Tradewinds Park	Tradewinds Coconut Creek, FL 33073
19770	1.00	0.33	44973	30.177685	-93.21522	McNeese State University	McNeese State Lake Charles, LA 70605
20010	1.00	0.50	37402	29.601206	-81.234146	Matanzas High School	Matanzas XC Course Flagler, FL 32137
20040	1.00	0.50	36348	47.78216	-117.40116	Wandermere Golf Course	Wandermere Golf Course Spokane, WA 99208
21083	1.00	0.25	24434	28.007912	-81.91145	Holloway Park	Holloway Park Lakeland, FL 11111
16587	1.00	0.50	36034	40.56844	-80.01433	La Roche University	La Roche University Pittsburgh, PA
22312	1.00	0.50	46847	32.709663	-103.12286	Hobbs High School	WTC Cross Country Course Hobbs, NM 88240
21284	1.00	0.33	33445	29.154387	-82.24975	West Port High School	North Port XC Course North Port, FL
24911	1.00	0.25	26719	30.162683	-81.58432	Mandarin High School	Mandarin Jax, FL 32258
23453	1.00	0.67	41214	36.512745	-82.42176	West Ridge HS	Camp Jordan East Ridge, TN 37412
21349	1.00	0.25	1312	28.824316	-82.49843	Lecanto High School	Lecanto High Lecanto, FL
22591	1.00	0.50	26719	30.162683	-81.58432	Mandarin High School	Mandarin Jacksonville, FL 32258
21827	1.00	0.50	3565	26.273802	-80.174286	Tradewinds Park	Tradewinds Park Coral Springs, FL 33073
24054	1.00	0.50	31052	42.912502	-71.072525	Sanborn Regional High School	Sanborn Regional High School Kingston, NH 13323
24609	1.00	0.25	21120	28.02859	-82.769585	Dunedin High School	Dunedin, FL
24547	1.00	0.33	12893	41.18995	-85.19364	Carroll High School	FW Carroll MS Ft. Wayne, IN 46818
24336	1.00	0.50	17897	38.9536	-90.34787	Principia College	Principia North Farm Elsah, IL
23366	1.00	0.50	28915	40.073486	-76.28809	Lancaster Bible College Campus	Lancaster Bible College Lancaster, PA 17608
26628	1.00	0.25	31762	27.443476	-82.59333	Bayshore High School	Bayshore Bradenton, FL 34210
26541	1.00	0.50	2626	26.172935	-81.79469	Naples High School	St. Ann's Naples Naples, FL
25452	1.00	0.50	31244	28.317303	-81.437996	Kissimmee MS	Tohopekaliga HS 3675 Boggy Creek Rd Kissimmee, FL 34744
26301	1.00	0.33	40065	40.911697	-86.28217	Caston High School	Caston P.O. Box128 Lakeville, IN 46931
24050	1.00	0.67	3307	41.145737	-85.13945	Northrop High School	Ft. Wayne Northrop Fort Wayne, IN 46825
24224	1.00	0.50	43892	27.633774	-80.35194	South Beach Park	Jensen Beach High School Jensen Beach, FL 34957
24310	1.00	0.50	22876	30.15217	-84.3613	3Y Ranch	3Y Ranch Crawfordville, FL 32327
26691	1.00	0.25	34127	24.703672	-81.07782	Marathon High School	Marathon Marathon, FL
25666	1.00	0.50	5180	41.47181	-88.182076	Channahon Community Park	Channahon Community Park 23400 W McClintock Rd Channahon, IL 60410
25709	1.00	0.00	46323	35.88128	-84.62003	Roane State Community College	Roane State Harriman, TN
25554	1.00	0.50	46482	27.92004	-82.785545	Largo High School	Largo HS Largo, FL 34640
26172	1.00	0.00	6522	42.58783	-70.82393	Gordon College	Gordon College Bennett Center Wenham, MA 01984
27253	1.00	0.67	19646	43.200436	-71.55118	Concord High School	NHTI Concord, NH 03824
23461	1.00	0.50	31669	28.854074	-82.51448	Warrior Park	Warrior XC Course Winter Garden, FL 34787
26859	1.00	0.33	13414	40.89605	-86.066154	North Miami Middle/High School	North Miami High School 394 E 900N Denver, IN 46926
26171	1.00	0.00	6522	42.58783	-70.82393	Gordon College	Gordon College Bennett Center Wenham, MA 01984
26104	1.00	0.25	10773	25.729084	-80.323616	Tropical Park	Tropical Park Miami , FL
26154	1.00	0.33	12893	41.18995	-85.19364	Carroll High School	FW Carroll MS Ft. Wayne, IN 46818
26050	1.00	0.67	19681	38.06802	-97.92053	Hutchinson Community College	Fun Valley 1300 North Plum Hutchinson, KS 67501
24596	1.00	0.50	18375	43.217888	-71.21111	Coe-Brown Northwood Academy	Coe-Brown Northwood Academy Coe-Brown Northwood Academy, NH 03261
